ca_pcgr,ca_ipm,ca_macc,ca_psm,ca_eo,ca_rh,ca_rmi,ca_re,ca_cim,ca_psncc,ca_pa,ca_arat,ca_ipda,ca_mp,ca_ipgm,ca_pe,id
0.2,0.0,0.0,0.2725,0.6666667,0.5,0.5,0.4,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.715746,640
0.2,0.25,0.0,0.625,0.0,0.0,0.3333333,0.6,0.0,0.0,0.5,1.0,1.0,0.0,,0.730439,641
0.2,0.375,0.0,0.7375,0.3333333,0.5,0.5,,1.0,0.0,0.0,1.0,1.0,0.4,0.0,0.591565,642
0.2,0.25,0.0,0.5225,0.6666667,0.5,0.6666667,0.6,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.745841,643
0.0,0.25,0.0,0.43875,0.3333333,0.0,0.3333333,0.6,0.0,0.0,0.0,1.0,1.0,0.0,,0.673239,644
0.4,0.625,0.5,0.309475,0.3333333,0.75,0.6666667,0.4,1.0,0.0,1.0,1.0,1.0,0.8,0.0,0.729597,645
0.0,0.25,0.0,0.281875,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,,0.656411,646
0.0,0.5,0.25,0.775625,0.3333333,0.25,0.5,0.4,1.0,1.0,0.0,1.0,0.6666667,0.8,1.0,0.638514,647
0.2,0.25,0.75,0.45,0.3333333,0.25,0.5,0.6,0.0,1.0,0.0,1.0,1.0,0.2,1.0,0.620861,648
0.4,0.25,0.5,0.603125,0.6666667,0.5,0.8333333,0.8,0.0,0.0,0.0,1.0,1.0,0.2,,0.603512,649
0.4,0.5,0.25,0.406875,0.6666667,1.0,0.6666667,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.631202,650
1.0,0.5,0.5,0.764375,1.0,0.5,0.8333333,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.622231,651
0.2,0.5,0.0,0.2860687,0.6666667,0.25,0.5,0.6,1.0,0.0,1.0,1.0,1.0,0.0,,0.642616,652
0.4,0.75,0.5,0.511875,0.6666667,0.25,0.8333333,1.0,0.0,0.0,1.0,1.0,1.0,0.2,0.5625,0.650346,653
0.2,0.75,0.0,0.421875,0.1666667,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.650695,654
1.0,0.375,0.75,0.440625,0.3333333,0.75,0.8333333,0.8,0.0,1.0,1.0,1.0,1.0,0.2,1.0,0.672315,655
0.0,0.5,0.0,0.285625,0.3333333,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.458713,656
0.2,0.375,0.25,0.753125,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.527548,657
0.2,0.375,0.25,0.508125,0.3333333,0.5,0.5,,1.0,0.0,0.0,1.0,0.6666667,0.0,,0.487506,658
0.0,0.0,0.25,0.7875,0.3333333,0.0,0.3333333,0.2,1.0,0.0,1.0,1.0,0.6666667,0.2,,0.449426,659
1.0,0.375,1.0,0.2775,0.6666667,0.25,0.5,,1.0,1.0,1.0,1.0,1.0,0.8,,0.550221,660
0.6,0.25,0.25,0.41125,0.6666667,1.0,0.5,0.4,0.0,0.0,0.0,1.0,0.6666667,0.6,0.2857143,0.467967,661
0.0,0.375,0.0,0.2875,0.6666667,0.5,0.8333333,,1.0,0.0,0.0,1.0,1.0,0.6,,0.527526,662
0.4,0.0,0.25,0.30625,0.3333333,0.75,0.1666667,0.2,1.0,1.0,0.0,1.0,0.6666667,0.2,1.0,0.624133,663
0.0,0.125,0.25,0.475,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.526297,664
0.0,0.125,0.0,0.3906875,0.6666667,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.458906,665
0.2,0.125,0.25,0.51375,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.538458,666
0.0,0.125,0.0,0.49375,0.3333333,0.0,0.5,0.4,0.0,0.0,0.5,1.0,0.6666667,0.0,,0.467709,667
0.0,0.25,0.0,0.631875,0.3333333,0.0,0.5,0.4,1.0,0.0,1.0,1.0,1.0,0.2,,0.525163,668
0.2,0.125,0.0,0.31875,0.3333333,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.418961,669
0.0,0.25,0.0,0.5625,0.3333333,0.25,0.3333333,0.8,0.0,0.0,0.0,1.0,1.0,0.0,,0.557114,670
0.0,0.125,0.5,0.534375,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.498871,671
0.4,0.25,0.25,0.35375,0.6666667,0.75,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.6,1.0,0.566223,672
0.0,0.25,0.0,0.678125,0.6666667,0.75,0.6666667,0.4,1.0,0.0,0.0,1.0,1.0,0.6,0.5454546,0.506307,673
0.6,0.5,0.0,0.495,0.6666667,0.5,0.6666667,0.4,0.0,0.0,1.0,1.0,0.3333333,0.2,0.0,0.495948,674
0.2,0.375,0.0,0.640625,0.0,0.25,0.5,0.2,0.0,0.0,1.0,1.0,0.0,0.4,0.0,0.484075,675
0.0,0.125,0.0,0.56875,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,0.8823529,0.549865,676
0.6,0.625,0.75,0.633125,0.3333333,0.0,0.5,0.8,0.0,1.0,1.0,1.0,1.0,0.0,,0.479574,677
0.0,0.125,0.0,0.4,0.0,0.5,0.3333333,0.4,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.565465,678
0.2,0.5,0.5,0.518125,0.3333333,0.0,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.480473,679
0.0,0.25,0.0,0.76875,0.3333333,0.0,0.3333333,0.4,0.0,0.0,0.5,1.0,1.0,0.2,1.0,0.568016,680
0.2,0.125,1.0,0.578125,0.3333333,1.0,0.8333333,0.6,0.0,1.0,0.0,1.0,1.0,0.0,,0.509622,681
0.4,0.125,0.25,0.3875,0.6666667,0.75,0.6666667,0.4,0.0,0.0,1.0,1.0,1.0,0.6,1.0,0.499681,682
0.8,0.25,0.75,0.371875,0.3333333,0.0,0.5,,0.0,1.0,0.0,1.0,0.0,0.0,,0.509488,683
0.6,0.25,0.75,0.43125,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,0.6666667,0.523082,684
0.0,0.0,0.0,0.44375,0.6666667,0.0,0.1666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.479177,685
0.4,0.25,0.0,0.359375,0.6666667,0.5,0.6666667,0.2,1.0,0.0,0.0,1.0,1.0,0.0,,0.449001,686
0.0,0.125,0.0,0.459375,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.469613,687
0.6,0.125,0.0,0.4875,0.3333333,0.0,0.5,0.4,1.0,0.0,0.0,1.0,1.0,0.0,,0.467226,688
0.0,0.375,0.0,0.253125,0.0,0.5,0.3333333,0.2,1.0,0.0,0.0,1.0,1.0,0.0,,0.57069,689
0.0,0.0,0.0,0.389375,0.6666667,0.25,0.8333333,0.4,1.0,0.0,0.0,1.0,1.0,0.4,,0.451385,690
0.0,0.25,0.0,0.390625,0.6666667,0.75,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.43295,691
0.0,0.25,0.0,0.678125,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.6,,0.587682,692
0.0,0.125,0.0,0.2625,0.3333333,0.0,0.5,0.4,1.0,0.0,0.0,1.0,1.0,0.0,,0.49814,693
0.0,0.25,0.0,0.145,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.612027,694
0.2,0.25,0.25,0.278125,0.6666667,0.75,0.8333333,0.2,1.0,0.0,0.0,1.0,0.6666667,0.2,,0.533022,695
0.0,0.125,0.0,0.59375,0.3333333,0.5,0.5,0.6,0.0,0.0,0.0,1.0,1.0,0.0,,0.326342,696
0.6,0.375,1.0,0.534375,0.0,0.0,0.5,0.6,1.0,0.0,0.0,1.0,1.0,0.0,,0.469546,697
0.0,0.0,0.0,0.640625,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.534249,698
0.4,0.5,0.0,0.39625,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.437736,699
0.0,0.0,0.25,0.55,0.3333333,0.0833333,0.3333333,0.2,1.0,0.0,0.5,1.0,1.0,1.0,,0.458929,700
0.0,0.0,0.25,0.5375,0.3333333,0.5,0.5,0.4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.509684,701
0.0,0.0,0.0,0.325,0.6666667,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.542189,702
0.0,0.125,0.0,0.275,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.489976,703
0.4,0.375,0.5,0.45,0.6666667,0.75,0.6666667,0.4,0.0,0.0,0.0,1.0,1.0,0.2,,0.588481,704
0.0,0.0,0.0,0.496875,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.57221,705
0.4,0.375,0.5,0.705,0.3333333,0.5,0.5,0.6,0.0,1.0,1.0,1.0,1.0,0.8,0.7419355,0.498812,706
0.6,0.25,0.5,0.0215625,0.0,0.0,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.468936,707
0.0,0.375,0.0,0.28125,0.0,0.0,0.0,0.2,0.0,1.0,0.0,1.0,1.0,0.0,,0.544033,708
0.2,0.25,0.0,0.23875,0.3333333,0.0,0.5,0.2,1.0,0.0,0.0,1.0,0.6666667,0.2,,0.586795,709
0.0,0.0,0.0,0.253125,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.521212,710
0.0,0.25,0.0,0.2375,0.3333333,0.25,0.5,0.6,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.518252,711
1.0,0.625,0.25,0.364375,0.6666667,0.25,0.6666667,0.2,0.0,1.0,0.0,1.0,1.0,0.2,,0.451332,712
0.0,0.375,0.0,0.3,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.611759,713
1.0,0.375,0.0,0.3,0.3333333,0.0,0.3333333,0.2,0.0,0.0,1.0,1.0,0.3333333,0.0,,0.513672,714
0.0,0.25,0.0,0.383125,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.487883,715
0.0,0.0,0.25,0.564375,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.460035,716
0.4,0.5,0.0,0.46875,0.6666667,0.75,0.6666667,0.4,0.0,0.0,0.0,1.0,1.0,0.6,,0.505695,717
0.0,0.0,0.0,0.2375,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.535789,718
0.0,0.25,0.0,0.515625,0.3333333,0.0,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.45361,719
0.4,0.125,0.0,0.3,0.0,0.0,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.534763,720
0.4,0.5,0.5,0.451875,0.3333333,0.0,0.8333333,0.4,0.0,1.0,0.0,0.0,0.0,0.2,,0.535387,721
0.0,0.0,0.5,0.38375,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.584933,722
0.6,0.125,0.5,0.784375,0.6666667,0.5,0.6666667,0.4,0.0,0.0,0.0,1.0,1.0,0.6,,0.460289,723
1.0,0.5,0.0,0.4625,0.6666667,0.75,0.6666667,,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.439629,724
0.0,0.0,0.0,0.25,0.3333333,0.75,0.3333333,0.4,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.576254,725
0.0,0.5,0.0,0.25,0.6666667,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.545778,726
0.0,0.125,0.25,0.39375,0.6666667,0.25,0.8333333,0.4,1.0,0.0,0.0,1.0,1.0,1.0,,0.624509,727
0.2,0.25,0.0,0.38125,0.0,0.0,0.1666667,0.2,1.0,0.0,0.0,1.0,1.0,0.0,,0.583212,728
0.0,0.0,0.0,0.840625,0.3333333,0.25,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.4,,0.569861,729
0.4,0.25,0.5,0.5625,0.6666667,0.25,0.8333333,0.4,0.0,0.0,0.0,1.0,1.0,0.4,,0.484594,730
0.0,0.5,0.5,0.48125,0.3333333,0.25,0.3333333,,1.0,0.0,0.0,1.0,0.0,0.0,,0.539425,731
0.4,0.375,0.25,0.35,0.6666667,0.5,0.8333333,0.4,0.0,1.0,0.0,1.0,1.0,0.6,1.0,0.463998,732
0.2,0.25,0.0,0.2875,0.3333333,0.5,0.5,0.2,0.0,0.0,1.0,1.0,1.0,0.6,,0.500968,733
0.0,0.125,0.25,0.43,0.0,0.0,0.3333333,0.6,1.0,1.0,0.0,1.0,1.0,0.0,,0.535033,734
0.0,0.125,0.0,0.29375,0.0,0.25,0.3333333,,0.0,0.0,0.0,1.0,1.0,0.0,,0.387323,735
0.4,0.25,0.25,0.2125,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.4,,0.515649,736
1.0,0.25,0.25,0.550625,0.3333333,0.25,0.6666667,0.2,1.0,1.0,0.0,1.0,0.3333333,0.0,,0.542687,737
0.0,0.375,0.0,0.6375,0.3333333,0.0,0.5,0.4,1.0,0.0,0.0,1.0,1.0,0.0,,0.546925,738
0.0,0.125,0.0,0.4125,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.613416,739
0.0,0.125,0.0,0.304375,0.6666667,0.25,0.8333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.416844,740
0.0,0.75,0.25,0.55625,0.3333333,0.5,0.5,0.6,0.0,0.0,0.0,1.0,1.0,0.0,,0.608459,741
0.0,0.125,0.0,0.444375,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.558803,742
0.0,0.25,0.25,0.534375,0.0,0.0,0.5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.542227,743
0.0,0.25,0.0,0.56875,0.3333333,0.5,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.441723,744
0.2,0.5,0.25,0.6125,0.6666667,0.0,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,,0.460046,745
0.0,0.25,0.5,0.27125,0.6666667,0.75,0.6666667,0.4,0.0,1.0,0.0,1.0,1.0,0.4,1.0,0.5671,746
0.0,0.25,0.0,0.318125,0.6666667,0.25,0.8333333,0.6,0.0,0.0,0.0,1.0,1.0,0.2,,0.442059,747
0.0,0.5,0.0,0.6125,0.6666667,0.5,0.6666667,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.529267,748
0.8,0.25,0.5,0.4125,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.490505,749
0.2,0.375,0.25,0.95625,0.6666667,0.75,0.6666667,0.4,0.0,0.0,1.0,1.0,1.0,0.0,,0.538505,750
0.4,0.5,0.25,0.4375,0.5,0.25,0.5,0.4,1.0,1.0,0.0,1.0,0.6666667,0.4,,0.551992,751
0.0,0.125,0.0,0.38125,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.533076,752
0.0,0.25,0.0,0.461875,0.3333333,0.25,0.5,0.2,1.0,0.0,0.5,1.0,1.0,1.0,,0.486071,753
0.2,0.25,0.25,0.538125,0.0,0.25,0.0,0.6,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.495744,754
0.8,0.25,0.25,0.375,0.0,0.5,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.51211,755
0.0,0.125,0.0,0.28,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.8,1.0,0.509612,756
0.0,0.25,0.25,0.3502063,0.3333333,0.75,0.8333333,,1.0,0.0,0.5,1.0,0.6666667,0.4,,0.599719,757
0.4,0.0,0.75,0.625,0.6666667,0.0,0.5,0.2,1.0,1.0,0.5,1.0,1.0,0.0,,0.499897,758
0.8,0.25,0.5,0.1793125,0.3333333,0.25,0.5,0.6,0.0,1.0,0.0,1.0,1.0,0.4,,0.476012,759
0.2,0.375,0.25,0.5,0.3333333,0.0,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.528117,760
0.0,0.0,0.0,0.43125,0.3333333,0.5,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,1.0,,0.571499,761
0.6,0.75,0.0,0.565625,0.3333333,0.25,0.5,0.4,1.0,0.0,0.0,1.0,0.0,0.8,,0.501261,762
0.6,0.25,0.0,0.613125,0.6666667,1.0,0.6666667,0.6,0.0,0.0,0.0,1.0,1.0,0.0,,0.560405,763
0.2,0.25,0.0,0.469375,0.0,0.0,0.5,0.4,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.510218,764
0.0,0.25,0.0,0.459375,0.3333333,0.0,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.6,0.5,0.443522,765
0.0,0.0,0.5,0.60625,0.3333333,0.5,0.5,,0.0,1.0,0.0,1.0,0.6666667,0.0,,0.528796,766
0.0,0.0,0.0,0.38125,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.588634,767
0.4,0.0,0.75,0.24375,0.6666667,0.25,0.6666667,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425957,768
0.0,0.25,0.0,0.196875,0.6666667,0.5,0.6666667,0.6,1.0,0.0,1.0,1.0,1.0,0.2,1.0,0.707814,769
0.4,0.75,0.25,0.440625,0.6666667,0.0,0.5,0.6,0.0,1.0,0.0,1.0,1.0,0.0,,0.619714,770
0.6,0.25,0.0,0.614375,0.6666667,0.25,0.6666667,0.2,0.0,0.0,0.5,1.0,1.0,0.0,,0.65023,771
0.2,0.25,0.25,0.44375,0.6666667,0.5833333,0.5,0.6,0.0,1.0,0.5,1.0,1.0,0.6,1.0,0.643209,772
0.2,0.5,0.25,0.431875,0.6666667,0.25,0.6666667,0.6,0.0,0.0,0.0,1.0,1.0,0.8,0.8,0.611772,773
0.0,0.25,0.25,0.41875,0.6666667,0.5,0.5,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.74966,774
0.2,0.5,0.25,0.521875,0.3333333,0.25,0.5,0.8,0.0,1.0,0.0,1.0,0.0,1.0,,0.644502,775
0.0,0.25,0.25,0.446875,0.3333333,0.25,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.2,0.8229167,0.679879,776
0.2,0.5,0.0,0.51125,0.6666667,0.5,0.6666667,0.6,0.0,0.0,0.0,1.0,1.0,0.2,,0.678293,777
0.0,0.25,0.5,0.4,0.6666667,0.75,0.5,0.2,0.0,0.0,0.0,1.0,0.3333333,0.6,,0.737343,778
0.4,0.0,0.25,0.15,0.3333333,0.0,0.5,0.4,1.0,0.0,0.0,1.0,1.0,0.2,,0.74607,779
0.0,0.25,0.0,0.25,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.800928,780
0.0,0.375,0.25,0.5875,0.3333333,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.695516,781
0.0,0.0,0.0,0.264375,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.786193,782
0.0,0.25,0.25,0.6,0.3333333,0.0,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.692185,783
0.4,0.375,0.75,0.385625,0.6666667,0.5,0.5,,1.0,1.0,0.0,1.0,0.6666667,0.6,,0.740565,784
0.2,0.5,0.25,0.36875,0.6666667,0.75,0.6666667,0.4,0.0,0.0,0.0,1.0,1.0,0.2,,0.740049,785
0.4,0.0,0.0,0.44375,0.6666667,0.5,0.6666667,0.4,1.0,0.0,0.5,1.0,1.0,0.2,,0.747148,786
0.4,0.25,0.25,0.503125,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.799668,787
0.0,0.0,0.25,0.25625,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.717675,788
0.2,0.25,0.25,0.425,0.6666667,0.75,0.5,0.8,0.0,1.0,0.0,1.0,1.0,0.0,,0.637522,789
0.4,0.0,0.0,0.5625,0.0,0.0,0.0,0.8,0.0,1.0,1.0,0.5,1.0,0.0,,0.647764,790
0.2,0.75,0.0,0.78,0.3333333,0.25,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.6,1.0,0.655874,791
0.6,0.5,0.25,0.644375,0.6666667,0.75,0.6666667,0.4,0.0,0.0,0.5,1.0,1.0,0.2,1.0,0.649506,792
0.4,0.25,0.25,0.55625,0.6666667,0.75,0.8333333,0.8,0.0,0.0,0.0,1.0,1.0,0.4,0.75,0.653162,793
0.6,0.0,0.5,0.978125,0.6666667,0.25,0.5,0.2,0.0,0.0,1.0,1.0,1.0,0.2,,0.637291,794
0.2,0.125,0.75,0.5375,0.6666667,1.0,0.8333333,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.6078432,0.712786,795
0.2,0.5,0.25,0.474375,0.6666667,0.25,0.8333333,0.6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.629501,796
0.8,0.5,0.25,0.3,0.6666667,0.25,0.5,0.2,1.0,1.0,0.0,1.0,1.0,0.0,,0.751337,797
0.2,0.25,0.75,0.6777375,0.6666667,0.75,0.6666667,0.2,1.0,1.0,0.0,1.0,1.0,0.2,1.0,0.727067,798
0.4,0.25,0.25,0.451875,0.3333333,0.0,0.5,0.8,0.0,0.0,0.0,1.0,1.0,1.0,,0.632947,799
0.4,0.25,0.25,0.34445,0.3333333,0.0,0.5,0.8,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.602763,800
0.0,0.25,0.0,0.571875,0.3333333,0.5,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.4,,0.666761,801
0.4,0.25,0.25,0.30625,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.4,0.0,0.628266,802
0.0,0.25,0.25,0.609375,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.657446,803
0.0,0.375,0.25,0.42625,0.6666667,0.5,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.612648,804
0.4,0.125,0.5,0.53125,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.68921,805
0.0,0.375,0.5,0.5125,0.3333333,0.25,0.5,0.8,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.639607,806
0.4,0.0,0.25,0.25,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.562518,807
0.8,0.5,0.25,0.58,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.622742,808
0.0,0.125,0.0,0.4645188,0.3333333,0.25,0.5,0.2,0.0,0.0,0.5,1.0,1.0,0.6,,0.643289,809
0.6,0.375,0.0,0.8625,0.3333333,0.25,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.562752,810
0.4,0.125,0.25,0.6,0.3333333,0.75,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,,0.66182,811
0.0,0.0,0.0,0.410625,0.3333333,0.0,0.5,0.4,1.0,0.0,0.0,1.0,1.0,0.2,,0.64509,812
0.0,0.5,0.5,0.305,0.3333333,0.5,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.696205,813
0.6,0.5,0.5,0.385625,0.3333333,0.25,0.5,0.6,0.0,0.0,0.0,1.0,1.0,0.4,,0.624922,814
0.0,0.125,0.5,0.346875,0.6666667,0.25,0.5,0.2,1.0,0.0,0.0,1.0,1.0,1.0,,0.633654,815
1.0,0.25,0.0,0.596875,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.4,,0.688249,816
0.6,0.5,0.25,0.383125,0.3333333,0.25,0.5,0.6,0.0,0.0,0.0,1.0,1.0,1.0,,0.635394,817
0.6,0.375,0.75,0.7425,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.683555,818
0.4,0.375,0.0,0.4125,0.3333333,0.25,0.5,0.8,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.619736,819
0.4,0.5,0.25,0.540625,0.6666667,0.5,0.8333333,0.4,0.0,0.0,1.0,1.0,1.0,0.6,0.2469136,0.562439,820
0.4,0.25,0.5,0.565625,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.611205,821
0.8,0.5,0.0,0.5,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.4,,0.784056,822
0.0,0.0,0.0,0.73,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.611802,823
0.0,0.25,0.0,0.45625,0.6666667,0.0,0.5,0.4,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.53058,824
0.0,0.125,0.0,0.296875,0.0,0.25,0.3333333,0.8,0.0,0.0,0.0,1.0,0.6666667,0.2,1.0,0.730279,825
0.6,0.5,0.75,0.55,0.0,0.0,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.6,1.0,0.773709,826
0.0,0.25,0.0,0.5375,0.0,0.25,0.3333333,0.8,0.0,0.0,0.0,1.0,0.0,0.0,,0.572216,827
0.0,0.125,0.0,0.34375,0.0,0.0,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.684498,828
0.0,0.0,0.0,0.125,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.5,0.0,0.0,,0.545885,829
0.2,0.0,0.25,0.365625,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.691217,830
0.6,0.25,0.0,0.40625,0.6666667,0.75,0.3333333,0.4,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.649434,831
0.2,0.25,0.0,0.43125,0.3333333,0.5,0.3333333,0.6,1.0,0.0,0.0,1.0,0.6666667,0.0,,0.698069,832
0.2,0.25,0.0,0.73125,0.0,0.0,0.3333333,0.6,0.0,0.0,0.5,1.0,1.0,0.2,0.9166667,0.616493,833
0.4,0.5,1.0,0.306875,0.3333333,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.680123,834
0.8,0.25,0.0,0.583125,0.3333333,0.5,0.5,0.6,0.0,0.0,0.5,1.0,1.0,0.8,1.0,0.51098,835
0.4,0.5,0.25,0.4375,0.0,0.5,0.5,0.8,1.0,0.0,1.0,1.0,1.0,0.0,,0.628439,836
0.0,0.5,0.0,0.61125,0.0,0.0,0.3333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.61095,837
0.0,0.0,0.0,0.28125,0.0,0.0,0.3333333,0.8,0.0,0.0,0.0,0.5,0.0,0.0,,0.709852,838
0.2,0.25,0.0,0.75,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.770733,839
0.0,0.0,0.0,0.7625,0.0,0.5,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.640742,840
0.0,0.25,0.0,0.35,0.0,0.5,0.5,0.8,0.0,0.0,0.0,1.0,1.0,0.4,0.1428571,0.574942,841
