ca_pcgr,ca_ipm,ca_macc,ca_psm,ca_eo,ca_rh,ca_rmi,ca_re,ca_cim,ca_psncc,ca_pa,ca_arat,ca_ipda,ca_mp,ca_ipgm,ca_pe,id
0.0,0.0,0.0,0.15625,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.2,0.3333333,0.665452,1254
0.0,0.125,0.0,0.3,0.6666667,0.25,0.1666667,0.2,0.0,0.0,0.0,0.5,0.6666667,0.0,,0.565182,1255
0.0,0.125,0.0,0.361875,0.6666667,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,,0.449388,1256
0.2,0.125,0.0,0.16875,0.3333333,0.0,0.3333333,0.4,0.0,0.0,0.0,1.0,0.0,0.4,,0.588933,1257
0.0,0.125,0.25,0.33125,0.3333333,0.0,0.1666667,0.4,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.532193,1258
0.0,0.0,0.0,0.175,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.503236,1259
0.0,0.125,0.0,0.2375,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.568025,1260
0.0,0.0,0.0,0.5,0.0,0.0,0.3333333,,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.607921,1261
0.2,0.125,0.25,0.2625,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.814136,1262
0.0,0.125,0.5,0.328125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.6,,0.566736,1263
0.0,0.0,0.0,0.1875,0.3333333,0.0833333,0.1666667,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.659173,1264
0.0,0.0,0.0,0.369375,0.3333333,0.0833333,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.557971,1265
0.0,0.0,0.0,0.25,0.3333333,0.3333333,0.0,0.2,0.0,0.0,0.0,0.5,0.3333333,0.2,,0.416862,1266
0.0,0.125,0.0,0.33125,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,0.5,0.6666667,0.0,,0.500199,1267
0.0,0.25,0.0,0.29375,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.685824,1268
0.4,0.0,0.0,0.2,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,1.0,0.572496,1269
0.0,0.0,0.25,0.375,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.598551,1270
0.0,0.0,0.0,0.22375,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.680765,1271
0.0,0.125,0.25,0.234375,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.50635,1272
0.0,0.125,0.5,0.45625,0.6666667,0.0833333,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.611645,1273
0.2,0.125,0.0,0.221875,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.57424,1274
0.0,0.0,0.25,0.31875,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.552718,1275
0.0,0.125,0.0,0.290625,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,0.5,0.6666667,0.0,,0.554505,1276
0.0,0.125,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,,0.430913,1277
0.0,0.0,0.5,0.175,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.710542,1278
0.0,0.0,0.0,0.1625,0.3333333,0.1666667,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.703488,1279
0.0,0.125,0.0,0.1375,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,,0.562301,1280
0.8,0.25,0.5,0.45,0.3333333,0.5,0.0,,0.0,0.0,0.0,1.0,1.0,0.2,0.3333333,0.626916,1281
0.0,0.0,0.25,0.22375,0.0,0.0,0.3333333,,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.662639,1282
0.0,0.0,0.0,0.26875,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.633546,1283
0.0,0.0,0.0,0.328125,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,1.0,0.738273,1284
0.2,0.125,0.75,0.1875,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.6,1.0,0.74454,1285
0.0,0.0,0.25,0.425,0.3333333,0.0833333,0.1666667,0.2,0.0,0.0,0.0,0.5,0.6666667,0.0,1.0,0.609185,1286
0.0,0.0,0.0,0.1,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.551663,1287
0.0,0.125,0.25,0.179375,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.712838,1288
0.2,0.0,0.0,0.125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.55439,1289
0.0,0.125,0.0,0.421875,0.3333333,0.25,0.3333333,0.2,1.0,0.0,0.0,1.0,0.3333333,0.0,,0.739029,1290
0.0,0.0,0.0,0.3375,0.3333333,0.25,0.1666667,0.2,0.0,1.0,0.0,0.5,0.6666667,0.4,,0.351253,1291
0.0,0.0,0.25,0.3,0.0,0.0,0.1666667,0.0,0.0,0.0,0.5,1.0,0.3333333,0.4,,0.581988,1292
0.0,0.0,0.5,0.225,0.6666667,0.0833333,0.3333333,0.2,0.0,0.0,0.0,0.5,0.0,0.4,,0.338216,1293
0.2,0.0,0.25,0.064375,0.3333333,0.0833333,0.1666667,0.4,0.0,0.0,0.0,0.5,0.3333333,0.0,,0.655008,1294
0.2,0.125,0.0,0.225,0.6666667,0.0833333,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.681356,1295
0.0,0.125,0.0,0.1875,0.0,0.0,0.1666667,0.2,1.0,0.0,0.0,1.0,0.6666667,0.8,1.0,0.597122,1296
0.0,0.0,0.0,0.125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,0.0,0.570909,1297
0.0,0.0,0.25,0.16875,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.60409,1298
0.0,0.0,0.0,0.34375,0.6666667,0.3333333,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.6,,0.57839,1299
0.0,0.0,0.0,0.125,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.599643,1300
0.0,0.125,0.0,0.340625,0.3333333,0.0833333,0.5,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.619739,1301
0.0,0.0,0.0,0.1875,0.3333333,0.0833333,0.1666667,0.2,0.0,0.0,0.0,1.0,0.3333333,0.8,0.25,0.435517,1302
0.0,0.0,0.0,0.1875,0.0,0.0,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.284141,1303
0.0,0.125,0.25,0.121875,0.3333333,0.0,0.3333333,0.2,0.0,1.0,0.0,1.0,1.0,0.2,,0.529723,1304
0.0,0.0,0.0,0.296875,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.69031,1305
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.696414,1306
0.0,0.125,0.25,0.25,0.0,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.360215,1307
0.0,0.0,0.0,0.25,0.3333333,0.25,0.1666667,0.2,0.0,1.0,0.0,1.0,0.6666667,0.0,,0.544685,1308
0.0,0.0,0.0,0.26875,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.607448,1309
0.4,0.375,0.5,0.38125,0.0,0.0,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.6,,0.612865,1310
0.0,0.125,0.75,0.31125,0.6666667,0.25,0.5,,1.0,1.0,0.0,1.0,0.3333333,0.8,1.0,0.703476,1311
0.0,0.0,0.0,0.2375,0.0,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.67364,1312
0.2,0.0,0.25,0.2103312,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.4,1.0,0.568804,1313
0.0,0.125,0.0,0.1,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,0.5,0.0,0.0,,0.496241,1314
0.0,0.375,0.0,0.25625,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,,0.689766,1315
0.0,0.0,0.0,0.125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,0.0,1.0,0.4,,0.631516,1316
0.0,0.0,0.0,0.276875,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.338452,1317
0.2,0.25,0.0,0.035625,0.0,0.0,0.1666667,0.4,0.0,0.0,0.0,0.5,0.6666667,0.0,,0.437023,1318
0.0,0.0,0.0,0.171875,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.812247,1319
0.0,0.125,0.25,0.3125,0.0,0.0,0.3333333,0.6,0.0,1.0,0.0,1.0,0.3333333,0.2,,0.640468,1320
0.0,0.0,0.75,0.275,0.0,0.0833333,0.1666667,0.2,1.0,1.0,0.0,1.0,0.0,0.2,,0.698393,1321
0.2,0.125,0.25,0.2,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.433081,1322
0.0,0.0,0.25,0.25,0.3333333,0.0833333,0.5,0.2,0.0,0.0,0.0,0.5,0.6666667,0.0,,0.784615,1323
0.0,0.125,0.0,0.209375,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.474397,1324
0.0,0.0,0.0,0.175,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.566558,1325
0.0,0.125,0.0,0.24375,0.3333333,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.616074,1326
0.0,0.0,0.25,0.290625,0.3333333,0.0833333,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,1.0,0.68813,1327
0.2,0.125,0.25,0.23125,0.6666667,0.0833333,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.554322,1328
0.2,0.25,0.25,0.09375,0.3333333,0.25,0.3333333,,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.556716,1329
0.0,0.0,0.0,0.26875,0.3333333,0.0833333,0.1666667,,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.584651,1330
0.0,0.375,0.5,0.25,0.3333333,0.0,0.3333333,0.2,0.0,1.0,0.0,1.0,0.0,1.0,,0.676971,1331
0.0,0.0,0.0,0.1125,0.6666667,0.0833333,0.1666667,,0.0,0.0,0.0,1.0,0.3333333,0.4,1.0,0.607711,1332
0.0,0.375,0.0,0.38125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,1.0,0.595475,1333
0.0,0.0,0.25,0.14375,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.442034,1334
0.6,0.0,0.0,0.31875,0.6666667,0.5,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.6,0.75,0.580336,1335
0.0,0.125,0.25,0.325,0.0,0.0,0.5,0.4,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.728335,1336
0.0,0.0,0.5,0.25,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.594034,1337
0.0,0.125,0.25,0.3675,0.0,0.0,0.3333333,0.2,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,1338
0.0,0.0,0.5,0.26875,0.6666667,0.75,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.587656,1339
0.0,0.0,0.0,0.15625,0.3333333,0.0833333,0.1666667,,0.0,0.0,0.0,1.0,0.0,0.0,,0.627278,1340
0.2,0.5,0.25,0.1875,0.0,0.0,0.3333333,0.2,0.0,1.0,0.0,1.0,0.6666667,0.4,0.7956989,0.721368,1341
0.0,0.125,0.75,0.24375,0.1666667,0.25,0.1666667,0.2,0.0,0.0,0.0,0.5,0.6666667,0.2,,0.718407,1342
0.0,0.125,0.0,0.1875,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.512201,1343
0.0,0.0,0.75,0.184375,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.645038,1344
0.0,0.125,0.0,0.1875,0.3333333,0.0833333,0.3333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.547667,1345
0.0,0.125,0.0,0.15,0.3333333,0.0833333,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.705394,1346
0.0,0.0,0.0,0.3125,0.0,0.0,0.3333333,,0.0,0.0,0.0,0.5,0.3333333,0.0,,0.590541,1347
0.0,0.0,0.25,0.05,0.0,0.25,0.0,,0.0,0.0,0.0,1.0,0.3333333,0.0,0.6666667,0.586833,1348
0.2,0.375,0.25,0.2875,0.6666667,0.5,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.4,,0.764535,1349
0.2,0.0,0.25,0.384375,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.581018,1350
0.0,0.0,0.0,0.18125,0.3333333,0.25,0.6666667,0.2,0.0,0.0,0.0,1.0,0.0,0.4,0.3333333,0.731671,1351
0.0,0.125,0.5,0.1875,0.0,0.0,0.1666667,0.2,1.0,0.0,0.0,1.0,0.3333333,0.4,,0.532919,1352
0.0,0.0,0.0,0.125,0.0,0.0,0.3333333,0.6,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.554603,1353
0.6,0.25,0.75,0.303125,0.3333333,0.1666667,0.3333333,0.2,0.0,1.0,0.0,1.0,0.0,0.0,,0.593301,1354
0.2,0.0,0.25,0.38,0.6666667,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,1.0,1.0,0.488865,1355
0.0,0.125,0.0,0.078125,0.0,0.0,0.1666667,0.2,1.0,0.0,0.0,1.0,0.3333333,0.0,,0.787277,1356
0.0,0.125,0.0,0.28125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.51876,1357
0.0,0.125,0.0,0.221875,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.585859,1358
0.0,0.0,0.0,0.359375,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.483013,1359
0.6,0.375,0.0,0.4375,0.3333333,0.25,0.0,0.2,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.607015,1360
0.0,0.125,0.0,0.175,0.1666667,0.0,0.3333333,0.4,0.0,0.0,0.0,1.0,0.6666667,1.0,,0.555324,1361
0.0,0.0,0.25,0.225,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.3333333,0.0,,0.529652,1362
0.0,0.0,0.0,0.3,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.592784,1363
0.0,0.125,0.0,0.2375,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.696594,1364
0.0,0.0,0.25,0.271875,0.0,0.0,0.5,0.6,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.49359,1365
0.0,0.125,0.0,0.21875,0.3333333,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.621557,1366
0.0,0.125,0.25,0.25,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,1.0,0.563145,1367
0.0,0.125,0.0,0.2125,0.3333333,0.25,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.681572,1368
0.0,0.125,0.0,0.3,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.605691,1369
0.0,0.125,0.25,0.175,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.571084,1370
0.0,0.0,0.0,0.306875,0.0,0.0833333,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.4,0.0,0.64664,1371
0.8,0.125,0.25,0.29375,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.6666667,0.0,,0.625213,1372
0.0,0.0,0.0,0.2,0.3333333,0.25,0.3333333,,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.607143,1373
0.6,0.125,0.0,0.35,0.6666667,0.5,0.5,0.2,0.0,0.0,0.0,0.5,0.3333333,0.0,,0.568944,1374
0.4,0.0,0.0,0.1875,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.268184,1375
0.8,0.5,0.0,0.590625,0.3333333,0.5,0.6666667,0.4,0.0,0.0,0.5,1.0,0.6666667,0.4,,0.455054,1376
0.0,0.0,0.0,0.13125,0.3333333,0.25,0.1666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.599352,1377
0.0,0.125,0.0,0.153125,0.0,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.620798,1378
0.2,0.125,0.25,0.21375,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.687034,1379
0.0,0.0,0.0,0.246875,0.3333333,0.0833333,0.5,0.2,0.0,0.0,0.0,1.0,0.3333333,0.6,0.0,0.758217,1380
0.0,0.0,0.5,0.134375,0.3333333,0.3333333,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,,0.659104,1381
0.2,0.125,0.0,0.175,0.6666667,0.25,0.3333333,,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.542932,1382
0.0,0.0,0.0,0.1125,0.0,0.0,0.1666667,0.8,0.0,0.0,0.0,1.0,0.6666667,0.4,,0.58638,1383
0.0,0.125,0.25,0.125,0.3333333,0.5,0.1666667,0.2,0.0,1.0,0.0,1.0,0.6666667,0.2,,0.600249,1384
0.0,0.0,0.0,0.190625,0.3333333,0.3333333,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.8,,0.558926,1385
0.0,0.125,0.0,0.1875,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.321063,1386
0.0,0.125,0.0,0.125,0.0,0.0,0.3333333,0.8,0.0,1.0,0.0,1.0,1.0,1.0,,0.51341,1387
0.0,0.0,0.0,0.1625,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.519351,1388
0.0,0.125,0.0,0.25,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.708223,1389
0.0,0.0,0.0,0.185625,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.685478,1390
0.0,0.125,0.0,0.246875,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.735626,1391
0.2,0.125,0.0,0.16875,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.552827,1392
0.0,0.0,0.5,0.3125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,1.0,0.514791,1393
0.0,0.0,0.0,0.18125,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.610475,1394
0.0,0.0,0.0,0.2,0.0,0.0833333,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.632026,1395
0.0,0.0,0.5,0.234375,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,1.0,0.571429,1396
0.0,0.125,0.0,0.05625,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.65,1397
0.0,0.125,0.0,0.25,0.3333333,0.0833333,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.549346,1398
0.0,0.0,0.0,0.340625,0.0,0.0,0.3333333,0.0,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.747368,1399
0.2,0.25,0.25,0.55625,0.3333333,0.5,0.6666667,0.2,0.0,1.0,0.0,1.0,1.0,0.0,,0.558989,1400
0.2,0.125,0.0,0.8625,1.0,0.75,0.5,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.8888889,0.663173,1401
1.0,0.125,0.5,0.416875,0.0,0.0,0.5,0.2,1.0,1.0,0.0,1.0,1.0,0.6,,0.601295,1402
0.0,0.125,0.5,0.2125,0.0,0.0,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.2,,0.445173,1403
0.0,0.0,0.25,0.194375,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.684916,1404
0.0,0.25,0.0,0.2925,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.607979,1405
0.0,0.0,0.0,0.21875,0.3333333,0.0833333,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.617843,1406
0.0,0.0,0.0,0.203125,0.3333333,0.0833333,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.70303,1407
0.0,0.25,0.0,0.515625,0.6666667,0.5,0.1666667,0.2,0.0,1.0,0.5,1.0,0.6666667,1.0,0.6666667,0.545187,1408
0.0,0.0,0.0,0.40625,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.636678,1409
0.0,0.125,0.0,0.315625,0.3333333,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.496605,1410
0.8,0.25,1.0,0.3,0.3333333,0.25,0.3333333,0.2,0.0,1.0,0.0,1.0,0.6666667,0.0,,0.581888,1411
1.0,0.0,0.0,0.056875,0.3333333,0.3333333,0.5,0.2,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.522237,1412
0.0,0.0,0.0,0.278125,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,0.5,0.3333333,0.0,,0.582781,1413
0.0,0.375,0.0,0.0825,0.0,0.0,0.1666667,0.4,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.721729,1414
0.0,0.0,0.0,0.184375,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.442531,1415
0.4,0.0,0.0,0.555,0.3333333,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,1.0,,0.383085,1416
0.0,0.375,0.0,0.2875,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.671616,1417
0.2,0.375,0.0,0.5125,0.3333333,0.3333333,0.6666667,0.6,0.0,0.0,0.5,1.0,1.0,0.8,0.7767857,0.539157,1418
,0.0,,,,,,0.2,,,,,,,,0.652196,1419
0.0,0.0,0.5,0.20625,0.5,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.4,0.75,0.756048,1420
0.2,0.375,0.75,0.6481251,0.6666667,0.25,0.5,0.8,0.0,1.0,0.0,1.0,1.0,0.6,1.0,0.538385,1421
0.0,0.0,0.0,0.43625,0.6666667,0.5,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.637111,1422
0.0,0.0,0.25,0.125,0.3333333,0.25,0.0,0.2,0.0,0.0,0.0,0.5,0.6666667,0.4,,0.589744,1423
1.0,0.25,0.0,0.30625,0.3333333,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.698341,1424
0.2,0.25,0.0,0.284375,0.3333333,0.5,0.5,0.2,0.0,0.0,0.5,1.0,1.0,0.4,,0.644657,1425
0.6,0.25,1.0,0.1625,0.6666667,0.75,0.5,0.2,0.0,1.0,0.0,1.0,0.6666667,0.8,,0.64807,1426
0.0,0.125,0.0,0.28125,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,0.5,0.0,0.2,,0.568539,1427
0.0,0.0,0.25,0.284375,0.0,0.0,0.3333333,0.2,1.0,0.0,0.0,1.0,1.0,1.0,,0.313237,1428
0.0,0.375,0.0,0.175,0.0,0.0,0.1666667,0.4,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1429
0.0,0.0,0.0,0.13125,0.6666667,0.0833333,0.3333333,0.2,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.529599,1430
0.2,0.25,0.25,0.428125,0.3333333,0.5,1.0,0.4,1.0,0.0,0.0,1.0,1.0,0.4,0.8230088,0.795692,1431
0.0,0.0,0.25,0.24375,0.0,0.0,0.1666667,,0.0,0.0,0.0,1.0,0.0,0.0,,0.436992,1432
0.0,0.0,0.0,0.1625,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.548949,1433
0.0,0.125,0.0,0.15625,0.0,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.6,,0.667399,1434
0.8,0.25,0.5,0.178125,0.6666667,0.1666667,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.6,0.4102564,0.729009,1435
0.0,0.0,0.0,0.3075,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.503085,1436
0.0,0.375,0.0,0.13,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,0.3333333,0.0,,0.218017,1437
0.0,0.0,0.0,0.19375,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.418313,1438
0.0,0.0,0.0,0.40625,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.350708,1439
0.6,0.0,0.25,0.3125,0.3333333,0.5,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.494348,1440
0.0,0.0,0.0,0.371875,0.6666667,0.5,0.6666667,,0.0,0.0,0.0,1.0,1.0,0.2,,0.657444,1441
0.0,0.375,0.0,0.35,0.6666667,0.0,0.5,,0.0,0.0,0.0,1.0,1.0,0.2,,0.590343,1442
1.0,0.5,0.0,0.31875,0.3333333,0.75,0.5,,0.0,0.0,0.0,1.0,0.6666667,0.4,0.0138889,0.485656,1443
0.2,0.25,0.25,0.509375,0.3333333,0.25,0.3333333,,1.0,0.0,0.5,1.0,1.0,0.2,0.7,0.622944,1444
0.4,0.0,0.0,0.233125,0.6666667,0.75,0.5,,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.569674,1445
0.0,0.125,0.0,0.3875,0.6666667,0.25,0.5,,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.522912,1446
0.2,0.0,0.25,0.375,0.3333333,0.0,0.3333333,,0.0,0.0,0.0,1.0,0.3333333,0.4,0.2424242,0.723537,1447
0.0,0.125,0.25,0.75,0.6666667,0.25,0.6666667,,1.0,1.0,1.0,1.0,1.0,0.4,,0.713656,1448
0.8,0.0,0.75,0.425,0.6666667,0.5,0.3333333,,0.0,0.0,0.5,1.0,1.0,0.0,,0.666388,1449
0.2,0.25,0.25,0.228125,0.3333333,0.0,0.3333333,,0.0,0.0,0.0,1.0,1.0,0.0,,0.633187,1450
0.0,0.5,0.5,0.669375,0.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.585305,1451
