antiguedad,elevacion,escasez,falla_in,Falta_in,falta_dren,health,ingreso,ponding,CM,PRECIP,id,dens_pop
64,0.0,0.0625,0.824,0.1297,0.018,0.75125,0.75846,38.07875,0.538633,722,1214,0.26067
64,0.0,0.0625,0.802,0.2215,0.074,0.5525,0.7685,4.29875,0.495258,745,1215,0.27494
64,0.0,0.0625,0.81,0.1222,0.018,0.8325,0.75773,4.62625,0.510739,722,1216,0.25618
64,0.0,0.0625,0.836,0.0597,0.074,0.805,0.76898,17.61875,0.560893,732,1217,0.21754
64,0.0,0.0625,0.812,0.1295,0.074,1.015,0.76192,5.17875,0.515258,740,1218,0.3023
33,0.0,0.0625,0.574,0.1789,0.074,0.405,0.89298,0.96,0.576987,727,1219,0.10926
64,0.0,0.0625,0.818,0.1119,0.018,0.4275,0.78207,6.4475,0.526109,737,1220,0.31599
64,0.0,0.0625,0.823,0.2272,0.074,0.29,0.74015,8.5,0.535927,744,1221,0.22502
64,0.0,0.0625,0.856,0.1227,0.076,0.4775,0.72961,6.35,0.597685,737,1222,0.31906
64,0.0,0.0625,0.854,0.1365,0.074,0.48625,0.72777,6.6025,0.595286,733,1223,0.30707
64,0.0,0.0625,0.83,0.1818,0.018,0.325,0.72174,8.47875,0.548173,729,1224,0.24325
64,0.0,0.0625,0.725,0.2751,0.074,3.425,0.74964,0.39125,0.349066,739,1225,0.44084
64,0.0,0.0625,0.738,0.1887,0.074,2.24625,0.72946,0.25625,0.3747,738,1226,0.26485
64,0.0,0.0625,0.75,0.3559,1.0,2.85125,0.75562,4.71875,0.39682,742,1227,0.30588
64,0.0,0.0625,0.739,0.0153,1.0,1.0575,0.74026,23.5,0.37576,732,1228,0.25158
64,0.0,0.0625,0.745,0.0561,0.074,1.195,0.85168,23.5,0.387559,738,1229,0.28934
64,0.0,0.0625,0.751,0.1136,0.074,0.87625,0.79891,23.5,0.399107,744,1230,0.2187
64,0.0,0.0625,0.764,0.0364,0.074,0.53875,0.72774,23.5,0.423821,735,1231,0.25673
64,0.0,0.0625,0.781,0.0884,0.074,0.415,0.81175,22.85,0.455565,736,1232,0.23743
64,0.0,0.0625,0.73,0.0706,0.074,1.74375,0.76139,2.13125,0.358717,729,1233,0.15417
64,0.0,0.0625,0.747,0.101,0.018,3.80125,0.72651,1.9975,0.39205,747,1234,0.35216
64,0.0,0.0625,0.741,0.1235,0.077,5.00625,0.68214,2.2625,0.379637,719,1235,0.28023
64,0.0,0.0625,0.737,0.1051,1.0,0.47375,0.70465,22.785,0.373278,738,1236,0.14125
64,0.0,0.0625,0.753,0.1667,0.0,0.0,0.2971,23.4525,0.403849,730,1237,0.0
64,0.0,0.0625,0.751,0.0596,0.074,4.79625,0.79517,19.05625,0.399247,725,1238,0.54925
64,0.0,0.0625,0.771,0.125,0.074,0.51,0.79651,17.09375,0.437043,734,1239,0.35593
18,0.0,0.0625,0.528,0.1224,0.074,0.46,0.63704,0.0,0.745551,736,1240,0.96926
18,0.0,0.0625,0.526,0.1705,0.018,0.39625,0.62899,0.0,0.741729,726,1241,1.0
18,0.0,0.0625,0.526,0.2107,0.074,0.36125,0.61848,0.0,0.742789,732,1242,0.87153
18,0.0,0.0625,0.524,0.1563,0.074,0.3,0.57653,0.0,0.737462,730,1243,0.61916
18,0.0,0.0625,0.521,0.1378,0.074,0.505,0.80215,0.0,0.732524,745,1244,0.54732
18,0.0,0.0625,0.519,0.0526,0.074,0.4525,0.82069,0.0,0.727978,743,1245,0.42172
64,0.0,0.0625,0.921,0.1462,0.074,2.72125,0.69423,0.035,0.721283,733,1246,0.32837
33,0.0,0.0,0.265,0.0306,0.018,1.2825,0.8011,3.48875,0.0,780,1247,0.3284
33,0.0,0.0,0.266,0.057,0.074,2.25625,0.76829,3.5,0.0,775,1248,0.48563
33,0.0,0.0,0.265,0.0742,0.018,1.70875,0.75841,3.4425,0.0,783,1249,0.4053
33,0.0,0.0,0.266,0.0577,0.074,1.84875,0.7571,3.5,0.0,779,1250,0.36686
33,0.0,0.0,0.266,0.0115,0.074,0.885,0.81882,3.5,0.0,784,1251,0.19988
33,0.0,0.0,0.266,0.0204,0.074,1.2225,0.7817,3.5,0.0,779,1252,0.39295
33,0.0,0.0,0.268,0.0543,0.018,1.17625,0.71895,2.4675,0.0,767,1253,0.23918
33,0.0,0.0,0.272,0.0319,0.018,0.56625,0.75499,0.2575,0.004379,760,1254,0.1052
33,0.0,0.0,0.271,0.1057,0.018,1.2825,0.73649,0.1975,0.001757,763,1255,0.362
33,0.0,0.0,0.269,0.0535,0.074,0.9575,0.81477,3.18,0.0,790,1256,0.07325
33,0.0,0.0,0.269,0.0462,0.074,0.95875,0.71361,1.37625,0.0,780,1257,0.28656
33,0.0,0.0,0.271,0.0497,0.074,0.95125,0.797,0.46875,0.00265,781,1258,0.34266
33,0.0,0.0,0.27,0.0361,0.018,0.925,0.79663,1.02625,0.000893,775,1259,0.2615
33,0.0,0.0,0.27,0.04,0.075,0.8775,0.73526,0.7,0.0,774,1260,0.26788
33,0.0,0.0,0.27,0.0672,0.018,1.32125,0.71759,0.34,5.6e-05,766,1261,0.42709
64,0.0,0.0,0.54,0.028,0.076,0.51,0.76646,0.685,0.0,769,1262,0.37023
33,0.0,0.0,0.272,0.0246,0.018,0.85625,0.77233,0.05875,0.004742,762,1263,0.3399
33,0.0,0.0,0.268,0.038,0.074,3.4825,0.73453,0.8,0.0,794,1264,0.17786
33,0.0,0.0,0.268,0.0254,0.076,1.53625,0.75715,0.245,0.0,787,1265,0.26371
33,0.0,0.0,0.27,0.0342,0.074,0.87875,0.77313,0.5375,0.000391,779,1266,0.45586
33,0.0,0.0,0.269,0.0143,0.018,1.12875,0.76679,0.98,0.0,780,1267,0.45865
33,0.0,0.0,0.269,0.0471,0.074,0.65,0.84823,0.25,0.0,774,1268,0.19084
64,0.0,0.0,0.54,0.0529,0.018,0.655,0.75783,0.33125,0.0,776,1269,0.30905
64,0.0,0.0,0.54,1.0,0.018,0.725,0.75068,0.31,0.0,771,1270,0.44233
64,0.0,0.0,0.542,0.006,0.074,0.78625,0.74541,0.2875,0.002399,769,1271,0.15646
64,0.0,0.0,0.541,0.0211,0.018,0.94625,0.83265,0.0725,0.00159,765,1272,0.47973
33,0.0,0.0,0.271,0.0313,0.074,0.2425,0.73445,0.255,0.001841,761,1273,0.0981
64,0.0,0.0,0.542,0.0157,0.018,0.42,0.76111,0.63875,0.003598,763,1274,0.17727
33,0.0,0.0,0.276,0.0279,0.077,0.70875,0.2971,0.0075,0.011158,758,1275,0.05465
64,0.0,0.0,0.547,0.0705,0.074,1.53625,0.73637,0.27,0.012524,754,1276,0.39254
64,0.0,0.0,0.547,0.0981,0.074,2.105,0.72864,0.32125,0.013166,752,1277,0.35049
64,0.0,0.0,0.55,0.0822,0.018,1.56,0.72662,0.4975,0.017713,749,1278,0.38628
64,0.0,0.0,0.552,0.0593,0.018,1.53875,0.74037,0.495,0.022287,751,1279,0.3366
64,0.0,0.0,0.555,0.386,0.018,1.55625,0.75125,0.46,0.028285,749,1280,0.30984
64,0.0,0.0,0.558,0.0705,0.076,1.70875,0.77244,0.3575,0.034254,747,1281,0.257
64,0.0,0.0,0.538,0.0417,0.074,0.5175,0.79245,0.98875,0.0,783,1282,0.16898
33,0.0,0.0,0.267,0.0897,0.074,0.26125,0.82201,0.80375,0.0,787,1283,0.20117
64,0.0,0.0,0.542,0.1413,0.018,0.73875,0.77329,0.27375,0.002901,772,1284,0.16707
64,0.0,0.0,0.543,0.7742,0.074,0.81,0.84535,0.5575,0.004881,773,1285,0.28067
64,0.0,0.0,0.542,0.0,0.074,0.455,0.7246,0.2725,0.003654,767,1286,0.29052
64,0.0,0.0,0.544,0.0199,0.018,0.72875,0.81904,1.04625,0.00636,765,1287,0.28875
64,0.0,0.0,0.545,0.0083,0.018,0.87625,0.82496,0.6825,0.008536,765,1288,0.23002
33,0.0,0.0,0.274,0.0064,0.018,0.4825,0.7916,0.11125,0.00848,761,1289,0.16484
64,0.0,0.0,0.555,0.0256,0.074,1.13875,0.75622,1.14375,0.026918,753,1290,0.11777
64,0.0,0.0,0.556,0.0225,0.018,1.82875,0.74671,1.625,0.029289,750,1291,0.35639
64,0.0,0.0,0.559,0.0122,0.074,1.215,0.72206,0.48375,0.034421,749,1292,0.33602
64,0.0,0.0,0.56,0.0006,0.018,1.19,0.73471,0.52625,0.037824,748,1293,0.34891
64,0.0,0.0,0.565,0.0256,0.074,1.69875,0.7216,0.55,0.046695,748,1294,0.31273
33,0.0,0.0,0.27,0.0219,0.018,1.22125,0.7142,1.285,0.00053,803,1295,0.34506
33,0.0,0.0,0.269,0.5714,0.074,0.86125,0.6699,1.46125,0.0,803,1296,0.44499
33,0.0,0.0,0.27,0.0344,0.018,1.07,0.66384,1.25,0.000865,806,1297,0.40935
33,0.0,0.0,0.271,0.2885,1.0,1.78375,0.67578,1.25,0.001897,808,1298,0.41093
33,0.0,0.0,0.267,0.0047,0.018,0.41375,0.76747,0.9025,0.0,795,1299,0.18793
64,0.0,0.0,0.539,0.042,0.018,0.615,0.72073,0.46875,0.0,787,1300,0.24012
64,0.0,0.0,0.54,0.062,0.074,0.725,0.74353,0.46625,0.0,779,1301,0.27939
64,0.0,0.0,0.543,0.2333,0.075,0.78125,0.2971,0.61875,0.003961,771,1302,0.24826
64,0.0,0.0,0.541,0.0801,0.074,1.125,0.82793,1.09875,0.000279,775,1303,0.18197
64,0.0,0.0,0.544,0.0369,0.074,0.86,0.86455,0.46875,0.007503,768,1304,0.16248
64,0.0,0.0,0.545,0.0497,0.074,0.85,0.86599,0.70125,0.00834,768,1305,0.18119
64,0.0,0.0,0.546,0.0254,0.074,1.26625,0.79267,2.68,0.011492,763,1306,0.2013
64,0.0,0.0,0.547,0.231,0.074,1.37,0.86582,3.42,0.012162,758,1307,0.20395
64,0.0,0.0,0.551,0.2744,0.074,1.29125,0.2971,2.12375,0.019777,755,1308,0.28154
64,0.0,0.0,0.554,0.0085,0.018,1.06,0.7654,0.48625,0.025495,755,1309,0.39807
64,0.0,0.0,0.561,0.0106,0.018,1.9625,0.7241,3.02125,0.038354,751,1310,0.14956
64,0.0,0.0,0.566,0.0032,0.074,0.99625,0.72572,2.87,0.047838,749,1311,0.32872
64,0.0,0.0,0.572,0.0348,0.074,1.02625,0.75872,4.045,0.059079,748,1312,0.1759
64,0.0,0.0,0.543,0.0397,0.074,8.6875,0.77623,0.56,0.004854,775,1313,0.24622
64,0.0,0.0,0.544,0.0505,0.074,3.9325,0.84062,0.64875,0.006722,768,1314,0.2036
64,0.0,0.0,0.544,0.0431,0.074,6.98625,0.2971,0.08,0.007448,770,1315,0.26704
64,0.0,0.0,0.551,0.033,0.018,0.8825,0.78641,2.79375,0.019135,763,1316,0.09643
64,0.0,0.0,0.548,0.1364,0.074,1.2875,0.83473,6.7625,0.015286,760,1317,0.22323
64,0.0,0.0,0.554,0.0682,0.018,1.36,0.83891,6.6175,0.026053,759,1318,0.22371
64,0.0,0.0,0.557,0.0,0.074,1.695,0.75732,5.625,0.031548,756,1319,0.29056
33,0.0,0.0,0.274,0.0,0.074,0.3525,0.68926,3.97125,0.007448,751,1320,0.0062
33,0.0,0.0,0.277,0.0901,0.075,1.97375,0.69023,0.5175,0.012971,751,1321,0.04596
33,0.0,0.0,0.274,0.0485,0.074,0.365,0.81496,0.0075,0.007085,761,1322,0.52211
33,0.0,0.0,0.274,0.0845,1.0,0.44,0.84369,0.0,0.007001,760,1323,0.39271
33,0.0,0.0,0.271,0.0635,0.018,1.415,0.82362,0.3825,0.001813,770,1324,0.41203
33,0.0,0.0,0.268,0.0123,0.125,0.27375,0.60049,1.91875,0.0,775,1325,0.01568
33,0.0,0.0,0.269,0.0159,0.074,0.04,0.79028,0.155,0.0,763,1326,0.00897
33,0.0,0.0,0.269,0.0146,0.074,0.4775,0.79319,0.07,0.0,765,1327,0.70611
33,0.0,0.0,0.265,0.027,0.074,0.78,0.87191,4.23125,0.0,787,1328,0.14131
33,0.0,0.0,0.269,0.0115,0.018,1.15,0.85635,0.11375,0.0,784,1329,0.21592
33,0.0,0.0,0.271,0.0066,0.074,0.9225,0.82054,0.53625,0.001841,782,1330,0.41789
33,0.0,0.0,0.271,0.0087,1.0,0.44125,0.80718,0.1375,0.001562,786,1331,0.3084
33,0.0,0.0,0.27,0.0305,0.018,2.35125,0.77976,0.2925,0.000502,786,1332,0.32241
33,0.0,0.0625,0.268,0.0257,0.018,0.29,0.79552,0.715,0.0,784,1333,0.33568
64,0.0,0.0,0.541,0.0399,0.074,0.52375,0.81093,0.7225,0.000976,779,1334,0.11907
64,0.0,0.0,0.539,0.0078,0.018,1.3,0.73226,1.65125,0.0,800,1335,0.34443
64,0.0,0.0,0.538,0.0,0.018,1.23875,0.70037,0.7475,0.0,794,1336,0.31283
64,0.0,0.0,0.548,0.0055,0.074,1.14,0.86834,6.33625,0.014142,758,1337,0.20987
64,0.0,0.0,0.555,0.0207,1.0,0.8125,0.76001,5.65,0.027225,756,1338,0.51832
33,0.0,0.0,0.268,0.0264,0.0,0.0,0.2971,0.855,0.0,794,1339,0.0
33,0.0,0.0,0.27,0.0014,0.074,0.675,0.87248,0.32375,0.000307,800,1340,0.23989
33,0.0,0.0,0.267,0.0049,0.074,2.32875,0.78621,0.51,0.0,792,1341,0.39212
33,0.0,0.0,0.27,0.0093,0.018,1.68875,0.86015,0.0,0.0,772,1342,0.45854
33,0.0,0.0,0.269,0.0262,1.0,1.1525,0.83797,0.0125,0.0,770,1343,0.36579
33,0.0,0.0,0.276,0.012,0.074,1.395,0.82134,0.0,0.012273,756,1344,0.55789
33,0.0,0.0,0.277,0.0148,0.074,0.515,0.81482,0.0075,0.014031,757,1345,0.23206
33,0.0,0.0625,0.271,0.0217,0.018,0.245,0.75263,0.14,0.002371,756,1346,0.13172
33,0.0,0.0625,0.273,0.0198,0.31,0.03875,0.61584,5.49625,0.005328,750,1347,0.00376
33,0.0,0.0,0.265,0.0089,0.074,0.45,0.87582,4.0,0.0,787,1348,0.3743
33,0.0,0.0,0.267,0.0058,0.074,0.37625,0.83615,4.15,0.0,784,1349,0.47853
33,0.0,0.0,0.275,0.0134,0.074,0.49625,0.83752,4.07625,0.009791,792,1350,0.03684
64,0.0,0.0,0.551,0.0154,0.074,0.43,0.88206,4.5,0.020558,785,1351,0.10025
64,0.0,0.0,0.556,0.0209,0.074,0.345,0.9011,4.5,0.029735,781,1352,0.07089
64,0.0,0.0,0.555,0.0062,0.074,0.93125,0.81256,3.4125,0.027866,773,1353,0.12977
64,0.0,0.0,0.552,0.1965,0.074,1.02625,0.82163,2.46125,0.02265,771,1354,0.1339
64,0.0,0.0,0.557,0.0091,0.018,1.03625,0.7824,0.58625,0.031799,765,1355,0.11533
64,0.0,0.0,0.56,0.0264,0.018,0.75125,0.76475,0.58,0.03802,759,1356,0.038
64,0.0,0.0,0.567,0.0099,0.074,0.65,0.9369,4.41625,0.051046,752,1357,0.12929
64,0.0,0.0625,0.574,0.0175,0.018,1.115,0.86221,2.0,0.063068,748,1358,0.17369
64,0.0,0.0625,0.583,0.1119,0.075,2.09125,0.80754,1.9925,0.08053,744,1359,0.22623
64,0.0,0.0,0.544,0.026,0.074,0.13,0.87853,0.335,0.005914,803,1360,0.05723
64,0.0,0.0,0.543,0.0156,0.074,0.5,0.83016,0.425,0.00569,795,1361,0.07462
64,0.0,0.0,0.548,0.004,1.0,0.63625,0.82315,1.305,0.013556,788,1362,0.10098
64,0.0,0.0,0.554,0.0183,0.018,0.6175,0.81723,1.225,0.026583,782,1363,0.0989
64,0.0,0.0,0.553,0.0084,0.018,1.40375,0.82607,0.4525,0.023989,776,1364,0.14001
64,0.0,0.0,0.56,0.013,0.074,0.77875,0.84301,3.12625,0.036792,766,1365,0.06891
64,0.0,0.0,0.565,0.0041,0.074,0.6825,0.90488,4.875,0.04622,756,1366,0.14105
64,0.0,0.0,0.565,0.0095,0.018,0.92,0.81421,4.4975,0.047252,757,1367,0.19318
33,0.0,0.0,0.296,0.003,0.074,0.4225,0.86671,4.7225,0.048842,751,1368,0.0828
33,0.0,0.0,0.299,0.0097,0.074,1.455,0.87423,1.02375,0.055732,747,1369,0.24797
33,0.0,0.0,0.307,0.0317,0.018,1.515,0.85586,1.325,0.070432,744,1370,0.27554
33,0.0,0.0,0.297,0.0488,0.075,1.16125,0.73784,2.66,0.051074,744,1371,0.27294
33,0.0,0.0,0.27,0.0131,0.074,0.04625,0.83249,0.43125,0.0,814,1372,0.0707
33,0.0,0.0,0.27,0.003,0.074,0.255,0.86173,0.935,0.000418,809,1373,0.06818
64,0.0,0.0,0.541,0.0142,0.018,0.3675,0.7999,2.9225,0.001172,798,1374,0.13803
64,0.0,0.0,0.542,0.0281,0.018,1.82,0.83025,3.07,0.002706,804,1375,0.11738
33,0.0,0.0,0.278,0.2545,0.077,1.7975,0.81082,0.19625,0.0159,788,1376,0.20232
64,0.0,0.0,0.555,0.1752,0.074,1.16375,0.80053,0.03625,0.027169,775,1377,0.18466
64,0.0,0.0,0.558,0.0164,0.018,0.515,0.79649,1.005,0.033863,772,1378,0.08178
64,0.0,0.0,0.562,0.0148,0.074,0.69125,0.78005,4.1475,0.040725,763,1379,0.17906
64,0.0,0.0,0.562,0.0052,0.074,0.55,0.80326,0.41875,0.040279,763,1380,0.22547
33,0.0,0.0,0.295,0.0159,0.074,0.9525,0.88578,0.8225,0.047782,750,1381,0.14928
33,0.0,0.0,0.292,0.0165,0.074,0.65625,0.65058,3.23625,0.042148,742,1382,0.33437
64,0.0,0.0,0.539,0.0055,0.018,0.17625,0.85431,1.12875,0.0,821,1383,0.26429
33,0.0,0.0,0.266,0.0083,0.074,0.135,0.87125,2.1675,0.0,821,1384,0.63645
33,0.0,0.0,0.269,0.013,0.074,0.70125,0.85849,1.8175,0.0,817,1385,0.2535
33,0.0,0.0,0.269,0.1622,1.0,0.61875,0.84386,0.11125,0.0,813,1386,0.53176
33,0.0,0.0,0.27,0.0114,0.089,0.5,0.80866,0.79875,0.000279,815,1387,0.26019
33,0.0,0.0,0.27,0.0636,0.074,1.00375,0.8529,1.25875,0.000307,810,1388,0.51377
33,0.0,0.0,0.273,0.0226,0.085,0.46,0.86469,1.6625,0.006695,799,1389,0.07956
33,0.0,0.0,0.273,0.0271,0.018,1.19875,0.78479,0.66625,0.006388,798,1390,0.20433
33,0.0,0.0,0.277,0.0393,0.018,1.25625,0.81593,0.6175,0.01272,786,1391,0.238
33,0.0,0.0,0.283,0.0183,0.074,1.81,0.78708,1.28875,0.024881,779,1392,0.20262
64,0.0,0.0,0.555,0.0198,0.074,0.25625,0.8127,0.96375,0.028006,772,1393,0.08848
64,0.0,0.0,0.554,0.0224,0.074,0.18,0.8048,1.8575,0.025914,767,1394,0.13466
64,0.0,0.0,0.559,0.0815,0.074,0.445,0.85429,1.27375,0.034923,762,1395,0.18804
64,0.0,0.0,0.563,0.0414,0.074,0.5225,0.82705,2.21,0.043403,759,1396,0.18177
33,0.0,0.0,0.297,0.0447,0.074,0.17875,0.84771,7.23375,0.051074,752,1397,0.11702
33,0.0,0.0625,0.294,0.0107,0.087,0.325,0.77496,8.1125,0.046499,754,1398,0.24377
33,0.0,0.0,0.292,0.0135,0.075,0.76,0.62994,8.11625,0.042455,748,1399,0.39042
33,0.0,0.0,0.27,0.009,0.074,0.39375,0.8329,1.255,0.000921,819,1400,0.07854
64,0.0,0.0,0.54,0.0178,0.018,2.84375,0.78369,1.49125,0.0,810,1401,0.3053
33,0.0,0.0,0.28,0.0115,0.078,1.3075,0.77135,1.32625,0.018438,783,1402,0.29355
33,0.0,0.0625,0.291,0.0042,0.018,0.25,0.84767,6.07375,0.039721,754,1403,0.13666
33,0.0,0.0,0.28,0.0041,0.079,0.345,0.58127,7.75875,0.01855,742,1404,0.14659
64,0.0,0.0,0.543,0.01,0.076,3.49125,0.70069,12.04875,0.005607,807,1405,0.50729
33,0.0,0.0,0.275,0.0038,0.018,2.255,0.65966,13.25,0.010014,801,1406,0.59445
33,0.0,0.0,0.276,0.0055,0.018,5.74125,0.64534,13.1825,0.010656,797,1407,0.70449
33,0.0,0.0,0.277,0.009,0.018,1.27,0.69383,3.53,0.01378,794,1408,0.32978
33,0.0,0.0,0.28,0.0139,0.075,1.60875,0.71405,2.54125,0.018075,789,1409,0.34744
33,0.0,0.0625,0.281,0.0436,0.075,0.62125,0.68225,0.5,0.021618,782,1410,0.22639
33,0.0,1.0,0.279,0.2486,0.018,0.88,0.73294,0.99875,0.017434,777,1411,0.21595
64,0.0,0.0625,0.55,0.0156,0.074,0.5475,0.7506,1.265,0.017908,774,1412,0.15363
64,0.0,0.0625,0.551,0.0835,0.074,0.31,0.87805,0.0575,0.019219,771,1413,0.09587
64,0.0,0.0,0.551,0.0,0.076,0.49875,0.81901,2.58125,0.020865,768,1414,0.15554
64,0.0,0.0625,0.556,0.0126,0.018,0.75375,0.86582,3.3425,0.029372,762,1415,0.14499
64,0.0,0.0,0.555,0.006,0.074,0.645,0.84371,3.5975,0.027978,765,1416,0.1634
33,0.0,0.0625,0.27,0.027,0.074,0.0475,0.89204,0.9325,0.000474,832,1417,0.00061
33,0.0,0.0,0.274,0.0091,0.095,3.52625,0.667,12.525,0.007336,809,1418,0.57729
33,0.0,0.0,0.274,0.0044,0.075,3.51125,0.66381,11.6725,0.007308,813,1419,0.56145
33,0.0,0.0,0.276,0.0111,0.018,2.2675,0.64391,13.25,0.011074,805,1420,0.6523
33,0.0,0.0,0.276,0.0096,0.018,1.86375,0.72438,2.98875,0.01099,802,1421,0.28965
33,0.0,0.0,0.277,0.0077,0.077,0.77125,0.7245,0.605,0.013835,795,1422,0.37144
33,0.0,0.0,0.278,0.0113,0.079,0.91125,0.74034,0.1575,0.015593,790,1423,0.38597
33,0.0,0.0,0.279,0.0074,0.08,0.885,0.74917,0.14375,0.016513,785,1424,0.33703
33,0.0,0.0,0.278,0.0155,0.074,0.4825,0.80054,0.92375,0.014365,781,1425,0.14918
64,0.0,0.0,0.554,0.0103,0.074,0.40125,0.80976,0.99,0.025997,769,1426,0.11838
33,0.0,0.0,0.282,1.0,0.018,0.29,0.93343,0.245,0.02318,764,1427,0.16472
33,0.0,0.0,0.286,0.0,0.074,0.13125,0.91466,0.0,0.029651,765,1428,0.11181
33,0.0,0.0,0.29,0.0547,0.074,0.31125,0.91259,0.71375,0.037768,756,1429,0.06993
33,0.0,0.0,0.32,0.0313,0.074,0.10375,0.87988,0.0,0.093947,752,1430,0.12893
18,0.0,0.0,0.163,0.0,0.074,0.17125,0.66245,0.51,0.05417,744,1431,0.52146
33,0.0,0.0,0.272,0.0031,0.018,1.56,0.73373,3.125,0.004212,810,1432,0.15686
33,0.0,0.0,0.273,0.0067,0.018,1.73875,0.70484,0.02375,0.005802,803,1433,0.34195
33,0.0,0.0,0.276,0.0917,0.074,0.93,0.74179,0.0025,0.011464,793,1434,0.28924
33,0.0,0.0,0.274,0.2,0.018,1.4,0.70266,0.31,0.008508,794,1435,0.32689
33,0.0,0.0625,0.273,0.0535,0.018,1.14,0.69389,0.01875,0.005802,797,1436,0.39622
33,0.0,0.0625,0.278,0.0217,0.079,0.8,0.73863,1.97125,0.015704,786,1437,0.44841
33,0.0,0.0625,0.279,0.0505,0.078,0.42375,0.79871,3.0675,0.016987,781,1438,0.17726
33,0.0,0.0625,0.322,0.054,0.074,0.1275,0.92913,4.42875,0.098438,755,1439,0.16031
33,0.0,0.0625,0.315,0.0296,0.074,0.11875,0.94644,2.14875,0.084686,760,1440,0.15234
18,0.0,0.0625,0.247,0.0774,0.074,0.2225,0.92082,0.58875,0.21205,751,1441,0.11376
33,0.1,0.0625,0.268,0.0277,0.074,0.575,0.9471,5.065,0.0,861,1442,0.02801
33,0.0,0.0625,0.273,0.049,0.018,1.04125,0.76583,2.80625,0.006137,797,1443,0.08806
64,0.0,0.0625,0.556,0.0246,1.0,0.11625,0.82615,0.00125,0.029456,767,1444,0.14353
64,0.0,0.0625,0.555,0.1083,1.0,0.10125,0.8027,0.0,0.027699,766,1445,0.19258
33,0.0,0.0625,0.275,0.0133,0.079,2.01,0.73536,7.1275,0.009344,793,1446,0.38381
33,0.0,0.0625,0.275,0.0481,0.075,4.13875,0.68464,10.1975,0.00954,798,1447,0.4667
18,0.0,0.0625,0.208,0.0135,0.074,0.1575,0.90331,0.265,0.138856,750,1448,0.20117
18,0.0,0.0625,0.201,0.0308,0.074,0.42625,0.89321,0.25125,0.125746,757,1449,0.22586
33,0.0,0.0625,0.299,0.0242,0.074,0.4225,0.79099,0.00125,0.054728,756,1450,0.47832
33,0.0,0.0625,0.298,0.0063,0.018,0.72125,0.86379,0.5875,0.052887,755,1451,0.16444
33,0.0,0.0625,0.29,0.0229,0.018,0.485,0.83345,0.03625,0.037657,749,1452,0.35174
33,0.0,0.0625,0.286,0.026,0.074,0.23625,0.80768,0.155,0.031213,744,1453,0.36982
33,0.0,0.0625,0.28,0.0274,0.074,0.20625,0.81788,0.04875,0.018661,745,1454,0.40145
33,0.0,0.0625,0.281,0.0661,0.074,0.3275,0.85837,0.0,0.021618,750,1455,0.37931
33,0.0,0.0625,0.276,0.0289,0.074,0.28375,0.85215,0.0,0.01166,747,1456,0.39805
33,0.0,0.0625,0.282,0.028,0.018,0.2825,0.8804,0.0,0.023347,752,1457,0.41952
33,0.0,0.0625,0.281,0.0328,0.074,0.14125,0.85172,0.0,0.021506,750,1458,0.35917
33,0.0,0.0625,0.272,0.0295,0.074,0.2175,0.83888,0.29125,0.004017,743,1459,0.29956
18,0.0,0.0625,0.138,0.0365,0.074,0.30375,0.82062,0.0,0.005551,745,1460,0.36775
18,0.0,0.0625,0.144,0.0233,0.018,0.2275,0.8042,0.02,0.018522,746,1461,0.36605
33,0.0,0.0625,0.287,0.0087,0.074,0.23875,0.86535,0.0,0.03272,759,1462,0.30054
33,0.0,0.0625,0.293,0.0245,0.074,0.23625,0.87515,0.0,0.042845,761,1463,0.29241
33,0.0,0.0625,0.299,0.0175,0.074,0.21875,0.86682,0.0,0.054644,754,1464,0.33131
33,0.0,0.0625,0.304,0.0278,0.074,0.235,0.86748,0.0,0.064658,757,1465,0.30646
33,0.0,0.0625,0.302,0.0414,0.074,0.19875,0.64057,0.525,0.061395,746,1466,0.587
33,0.0,0.0625,0.31,0.0679,0.074,0.17875,0.72874,1.475,0.076764,747,1467,0.48752
33,0.0,0.0625,0.327,0.0274,0.074,0.1225,0.71753,1.48875,0.108312,747,1468,0.44929
33,0.0,0.0625,0.28,0.0357,0.018,0.3975,0.87023,3.16875,0.019052,778,1469,0.07752
33,0.0,0.0625,0.277,0.0344,0.018,0.90375,0.75781,4.0975,0.012608,788,1470,0.3314
33,0.0,0.0625,0.307,0.0824,0.074,0.2,0.94827,2.28,0.069707,760,1471,0.08496
33,0.0,0.0625,0.301,0.0271,0.074,0.19375,0.93304,7.87875,0.059442,765,1472,0.11472
18,0.0,0.0625,0.154,0.0391,0.074,0.1575,0.84261,0.22625,0.037434,740,1473,0.4587
18,0.0,0.0625,0.193,0.0287,0.074,0.16,0.85374,0.11375,0.111269,739,1474,0.17798
18,0.0,0.0625,0.182,0.0394,0.074,0.1375,0.85119,0.0075,0.08954,743,1475,0.40602
18,0.0,0.0625,0.184,0.0512,0.074,0.15125,0.84264,0.0,0.093724,740,1476,0.46799
18,0.0,0.0625,0.208,0.0322,0.075,0.2025,0.86119,0.00125,0.139526,744,1477,0.4459
18,0.0,0.0625,0.23,0.0365,0.074,0.16125,0.8783,0.21625,0.180809,749,1478,0.28738
18,0.0,0.0625,0.245,0.0145,0.076,0.20375,0.83799,0.0,0.20887,745,1479,0.53684
