antiguedad,elevacion,escasez,falla_in,Falta_in,falta_dren,health,ingreso,ponding,CM,PRECIP,id,dens_pop
18,0.0,0.0625,0.137,0.3126,0.075,1.3625,0.70136,0.02875,0.00463,778,627,0.22326
18,0.0,0.0625,0.141,0.0403,1.0,0.165,0.73658,0.47625,0.012162,793,628,0.16242
18,0.0,0.0625,0.136,0.0526,0.077,0.665,0.71066,0.04,0.001953,871,629,0.12472
9,0.0,0.0625,0.121,0.0483,0.104,2.32625,0.63563,0.6225,0.166137,733,630,0.0698
64,0.0,0.0625,0.59,0.0389,0.018,0.7475,0.73887,0.36875,0.093891,820,631,0.17041
18,0.0,0.0625,0.172,0.0537,1.0,0.67875,0.70479,0.63375,0.070739,716,632,0.16517
18,0.0,0.0625,0.172,0.0204,1.0,0.06125,0.73916,0.0775,0.070934,778,633,0.08611
18,0.1,0.0625,0.136,0.1009,0.083,2.135,0.6895,0.27375,0.001953,909,634,0.22243
14,0.1,0.0625,0.064,0.1237,0.123,1.14125,0.6839,0.09,0.0,840,635,0.10378
14,0.2,0.0625,0.063,0.1328,0.08,3.2575,0.75879,0.0,0.0,848,636,0.08348
14,0.3,0.0625,0.064,0.0248,0.087,3.60375,0.71817,0.00625,0.0,850,637,0.06206
14,0.3,0.0625,0.064,0.0472,0.078,4.7175,0.51532,0.0,0.0,715,638,0.0728
18,0.0,0.0625,0.256,0.0139,1.0,0.51625,0.64478,0.0025,0.230181,779,639,0.16951
14,0.0,0.0625,0.073,0.0373,0.091,4.415,0.63442,0.25875,0.010879,751,640,0.0884
9,0.0,0.0625,0.188,0.2239,1.0,0.04625,0.508,0.0075,0.294059,718,641,0.03752
9,0.0,0.0625,0.123,0.0246,1.0,0.0225,0.62177,0.74875,0.170934,837,642,0.03343
9,0.0,0.0625,0.133,0.0187,1.0,0.02125,0.45637,0.68375,0.189428,745,643,0.03344
9,0.0,0.0625,0.032,0.0624,1.0,0.14875,0.56716,1.035,0.0,798,644,0.08164
14,0.0,0.0625,0.067,0.0203,1.0,0.70375,0.66414,1.23625,0.0,847,645,0.17458
9,0.0,0.0625,0.031,0.0297,0.079,0.875,0.61984,0.0775,0.0,820,646,0.05334
9,0.1,0.0625,0.03,0.0182,1.0,1.27375,0.65693,0.18375,0.0,810,647,0.03472
14,0.2,0.0625,0.063,0.0442,0.079,2.16,0.7142,0.12375,0.0,835,648,0.08845
9,0.2,0.0625,0.032,0.0428,1.0,0.2925,0.39432,0.0,0.0,874,649,0.01931
14,0.2,0.0625,0.063,0.0287,1.0,0.3025,0.64602,0.0,0.0,853,650,0.07596
9,0.0,0.0625,0.034,0.705,1.0,0.5825,0.64289,0.00375,0.000474,836,651,0.07053
9,0.1,0.0625,0.031,0.064,1.0,0.12375,0.72033,0.0875,0.0,802,652,0.05003
9,0.2,0.0625,0.03,0.0423,0.117,0.17625,0.6677,0.02625,0.0,871,653,0.00983
9,0.3,0.0625,0.029,0.0443,0.137,2.83,0.41792,0.32,0.0,800,654,0.03447
14,0.1,0.0625,0.067,0.0645,1.0,0.7625,0.56168,0.01875,0.0,745,655,0.08243
9,0.1,0.0625,0.035,0.0661,1.0,0.40625,0.64839,0.21375,0.002538,730,656,0.08618
9,0.4,0.0625,0.029,0.0613,0.018,1.01,0.55935,0.0,0.0,909,657,0.01465
9,0.2,0.0625,0.029,0.0674,1.0,0.915,0.4848,0.00125,0.0,789,658,0.02285
9,0.0,0.0625,0.037,0.0257,1.0,0.18625,0.80186,0.0575,0.007503,762,659,0.03801
18,0.0,0.0625,0.233,0.0505,0.075,0.4525,0.71828,0.66375,0.185774,772,660,0.21633
14,0.0,0.0625,0.073,0.0509,1.0,0.5525,0.66216,1.87,0.010404,767,661,0.18061
18,0.0,0.0625,0.223,0.02,0.074,0.2225,0.81159,0.00375,0.167476,785,662,0.12355
18,0.0,0.0625,0.245,0.0487,1.0,0.50375,0.71284,0.0,0.208257,774,663,0.26917
18,0.0,0.0625,0.184,0.0446,0.074,0.355,0.86459,1.0,0.092552,778,664,0.14233
33,0.0,0.0625,0.297,0.0536,0.074,0.30875,0.83208,2.52625,0.051018,787,665,0.10491
33,0.0,0.0625,0.409,0.0347,1.0,0.26125,0.67198,0.0,0.264351,763,666,0.28593
9,0.0,0.0625,0.152,0.2308,1.0,0.22,0.64763,0.00875,0.224965,772,667,0.09152
9,0.0,0.0625,0.152,0.0586,1.0,0.33,0.57275,0.0575,0.225411,764,668,0.08208
33,0.0,0.0625,0.42,0.045,1.0,0.23125,0.69358,0.115,0.285049,770,669,0.30939
33,0.0,0.0625,0.41,0.0177,1.0,0.22375,0.75184,0.0025,0.266444,774,670,0.20255
9,0.0,0.0625,0.218,0.0577,1.0,0.29625,0.62952,0.18875,0.349763,774,671,0.08527
9,0.0,0.0625,0.197,0.0609,1.0,0.4125,0.58366,0.0025,0.309902,837,672,0.0754
14,0.0,0.0625,0.072,0.0144,0.107,1.30125,0.62201,0.83,0.008647,777,673,0.11132
9,0.0,0.0625,0.034,0.0058,1.0,0.40625,0.53381,0.38375,0.001925,766,674,0.0755
18,0.1,0.0625,0.134,0.0187,0.079,1.125,0.70102,0.06,0.0,819,675,0.16505
14,0.1,0.0625,0.066,0.0236,1.0,1.21375,0.66198,0.0575,0.0,806,676,0.1179
18,0.0,0.0625,0.139,0.0086,1.0,2.14,0.67246,0.0225,0.007643,792,677,0.17453
18,0.0,0.0625,0.136,0.0124,1.0,0.15375,0.7002,1.60625,0.001953,749,678,0.12018
18,0.0,0.0625,0.22,0.0143,1.0,0.3925,0.64838,4.375,0.16106,810,679,0.41765
18,0.0,0.0625,0.208,0.0472,0.074,0.435,0.67608,4.5825,0.137992,767,680,0.23669
18,0.0,0.0625,0.209,0.252,0.018,0.34,0.78216,4.375,0.140418,774,681,0.26074
9,0.0,0.0625,0.14,0.0377,0.074,0.0025,0.81894,0.0775,0.201478,767,682,0.00095
14,0.0,0.0625,0.238,0.2109,1.0,0.20375,0.84055,2.2625,0.324045,790,683,0.17509
18,0.0,0.0625,0.229,0.0303,0.018,0.0,0.2971,0.0,0.177964,801,684,3e-05
6,0.0,0.0625,0.017,0.02,1.0,0.05625,0.49575,0.84125,0.002008,805,685,0.10587
14,0.1,0.0625,0.065,0.0377,1.0,0.23125,0.63099,0.0,0.0,822,686,0.12903
18,0.0,0.0625,0.195,0.0996,0.088,0.98375,0.70523,0.56,0.113724,717,687,0.09671
18,0.0,0.0625,0.141,0.0889,1.0,1.90125,0.62655,0.32625,0.011855,726,688,0.19273
18,0.0,0.0625,0.149,0.0664,0.075,0.60875,0.79201,0.4475,0.027559,794,689,0.24675
18,0.0,0.0625,0.142,0.0984,0.074,0.17125,0.87678,0.515,0.013361,783,690,0.1804
14,0.0,0.0625,0.126,0.0615,0.099,1.1025,0.65169,1.3275,0.111548,759,691,0.13001
14,0.0,0.0625,0.116,0.0661,0.018,0.7825,0.70953,1.68,0.092971,740,692,0.17534
14,0.0,0.0625,0.189,0.0827,1.0,0.21625,0.92507,2.89375,0.231074,787,693,0.15291
14,0.0,0.0625,0.231,0.2103,1.0,0.175,0.83744,2.94875,0.311353,802,694,0.20266
9,0.0,0.0625,0.21,0.0196,1.0,0.55625,0.56534,0.0,0.335649,767,695,0.15499
9,0.0,0.0625,0.169,0.0646,1.0,0.3425,0.5724,0.0025,0.25696,792,696,0.11976
14,0.0,0.0625,0.067,0.0513,1.0,0.20625,0.69624,0.26625,0.0,828,697,0.07377
9,0.1,0.0625,0.03,0.0634,1.0,0.13375,0.57855,0.15625,0.0,827,698,0.12385
9,0.2,0.0625,0.03,0.1415,1.0,0.215,0.3533,0.0,0.0,744,699,0.09372
9,0.1,0.0625,0.033,0.2399,1.0,0.3125,0.55495,0.20875,2.8e-05,839,700,0.039
9,0.2,0.0625,0.032,0.4551,0.123,0.35,0.52721,0.0,0.0,841,701,0.04592
9,0.4,0.0625,0.024,0.54,1.0,1.55,0.64615,0.10625,0.0,889,702,0.06818
9,0.0,0.0625,0.149,0.3843,1.0,0.01125,0.37403,0.75,0.219721,742,703,0.05827
14,0.2,0.0625,0.068,0.1265,1.0,0.38375,0.51982,0.42375,0.000781,821,704,0.11588
14,0.1,0.0625,0.062,0.1874,1.0,0.09125,0.73765,0.125,0.0,829,705,0.10234
9,0.2,0.0625,0.028,0.748,1.0,0.07125,0.65272,0.125,0.0,748,706,0.03273
9,0.1,0.0625,0.031,0.9325,1.0,0.185,0.65049,0.0,0.0,821,707,0.09962
6,0.1,0.0625,0.017,0.0522,1.0,0.26,0.43332,0.08,0.001702,743,708,0.05657
6,0.2,0.0625,0.017,1.0,1.0,0.03,0.63406,0.0,0.000335,743,709,0.06621
6,0.1,0.0625,0.016,0.0288,1.0,0.0,0.2971,0.75,0.0,761,710,0.05359
64,0.0,0.0625,0.614,0.0484,0.018,1.15,0.79888,19.0925,0.139331,748,711,0.26368
64,0.0,0.0625,0.675,0.0296,0.074,1.3275,0.82047,2.25375,0.254672,757,712,0.24844
64,0.0,0.0625,0.683,0.0349,0.074,2.47375,0.86021,12.04125,0.270293,778,713,0.25976
64,0.0,0.0625,0.578,0.0299,0.018,0.67375,0.73443,12.19375,0.070516,766,714,0.24017
64,0.0,0.0625,0.588,0.0307,0.018,0.94125,0.78026,13.2875,0.089317,762,715,0.22141
64,0.0,0.0625,0.601,0.0371,0.074,0.92375,0.80138,20.72375,0.11417,761,716,0.23353
64,0.0,0.0625,0.648,0.0396,0.079,2.1675,0.81724,21.05875,0.203849,783,717,0.26283
64,0.0,0.0625,0.61,0.0387,0.074,0.6425,0.81716,21.3525,0.131855,757,718,0.27848
64,0.0,0.0625,0.653,0.0285,0.075,0.8875,0.83049,21.4375,0.213863,771,719,0.3167
64,0.0,0.0625,0.641,0.0244,0.074,0.31,0.7858,15.92125,0.189958,753,720,0.17089
64,0.0,0.0625,0.665,0.0257,0.074,0.71125,0.8442,12.5125,0.237043,774,721,0.26374
64,0.0,0.0625,0.648,0.0287,0.074,0.80375,0.75077,1.8925,0.204017,751,722,0.30758
64,0.0,0.0625,0.642,0.0208,0.074,0.70875,0.78059,12.5,0.192775,781,723,0.27291
64,0.0,0.0625,0.639,0.0085,0.074,0.5025,0.78916,14.16875,0.186192,748,724,0.31271
64,0.0,0.0625,0.651,0.0422,0.074,0.505,0.76366,14.17375,0.2106,744,725,0.35192
64,0.0,0.0625,0.636,0.0182,0.018,0.275,0.77397,14.26375,0.180363,753,726,0.20841
64,0.0,0.0625,0.636,0.0996,0.074,0.39375,0.78831,13.75125,0.181869,743,727,0.24036
64,0.0,0.0625,0.54,0.0468,0.074,3.10375,0.86868,5.82375,0.0,759,728,0.24758
64,0.0,0.0625,0.551,0.0764,0.018,1.86375,0.89115,3.73125,0.020865,784,729,0.26072
64,0.0,0.0625,0.557,0.044,0.074,1.78875,0.88508,4.61,0.031827,780,730,0.26745
64,0.0,0.0625,0.559,0.0727,0.018,0.885,0.89254,4.8,0.035732,772,731,0.1325
64,0.0,0.0625,0.562,0.0083,0.074,0.22875,0.82533,1.69125,0.041172,778,732,0.08815
64,0.0,0.0625,0.569,0.0461,0.018,1.1025,0.87522,3.65625,0.053919,779,733,0.26486
64,0.0,0.0625,0.575,0.0544,0.074,0.70375,0.80877,2.08,0.065551,748,734,0.22456
64,0.0,0.0625,0.575,0.1361,0.018,1.65375,0.77487,18.16,0.065049,769,735,0.2495
64,0.0,0.0625,0.59,0.204,0.075,0.95625,0.81473,20.96125,0.093222,761,736,0.30395
64,0.0,0.0625,0.603,0.839,0.018,0.5475,0.82954,21.5,0.118717,782,737,0.24339
64,0.0,0.0625,0.613,0.8215,0.074,0.47375,0.7294,1.32375,0.138271,775,738,0.23383
64,0.0,0.0625,0.607,0.0765,0.018,0.27875,0.7052,2.41375,0.125467,766,739,0.28522
64,0.0,0.0625,0.628,0.0614,0.018,0.63,0.768,0.34,0.166471,746,740,0.28718
64,0.0,0.0625,0.648,0.0515,0.018,0.33125,0.80796,0.09625,0.203877,745,741,0.25397
64,0.0,0.0625,0.642,0.02,0.018,0.3275,0.81353,0.32875,0.192106,753,742,0.19787
64,0.0,0.0625,0.637,0.0228,0.074,0.45625,0.77172,0.7125,0.182594,745,743,0.27316
64,0.0,0.0625,0.539,0.0424,0.074,1.41875,0.88044,1.5975,0.0,786,744,0.21792
64,0.0,0.0625,0.541,0.0297,0.074,1.7725,0.88784,1.02875,0.001729,797,745,0.21366
64,0.0,0.0625,0.543,0.2857,0.074,0.8975,0.88464,0.7175,0.005021,799,746,0.17137
64,0.0,0.0625,0.55,0.7063,0.074,0.87125,0.88076,2.46,0.017434,763,747,0.19847
64,0.0,0.0625,0.557,0.8235,0.018,1.32,0.89292,4.19,0.031185,807,748,0.18953
64,0.0,0.0625,0.558,0.3636,0.074,0.59625,0.88507,5.1225,0.033222,775,749,0.18305
64,0.0,0.0625,0.561,0.1667,0.074,0.88125,0.89869,5.33,0.039024,744,750,0.22318
64,0.0,0.0625,0.564,0.5491,0.074,0.5275,0.91503,5.13625,0.043989,797,751,0.16338
64,0.0,0.0625,0.57,0.8598,0.074,0.58875,0.86025,6.45375,0.056234,793,752,0.2079
64,0.0,0.0625,0.589,0.6339,0.018,0.66875,0.81379,5.0675,0.091604,785,753,0.28888
64,0.0,0.0625,0.574,0.2444,0.074,0.45625,0.80038,6.1775,0.062845,755,754,0.2308
64,0.0,0.0625,0.576,0.3241,0.074,0.24625,0.80561,2.81625,0.067643,756,755,0.24872
64,0.0,0.0625,0.577,0.1511,0.074,0.975,0.75088,1.2375,0.070209,751,756,0.3812
64,0.0,0.0625,0.588,0.7207,0.018,0.31625,0.78612,0.33,0.090656,763,757,0.2094
64,0.0,0.0625,0.598,0.4526,0.074,0.8375,0.77958,0.6675,0.109038,755,758,0.43205
64,0.0,0.0625,0.602,0.4713,0.074,0.38625,0.80428,0.755,0.117406,778,759,0.24373
64,0.0,0.0625,0.585,0.5062,0.074,0.3825,0.84289,0.86375,0.084268,750,760,0.23118
64,0.0,0.0625,0.615,0.3763,0.074,0.485,0.75582,2.2625,0.141339,746,761,0.29388
64,0.0,0.0625,0.609,0.6847,0.018,0.5175,0.7746,4.55,0.129093,755,762,0.29927
64,0.0,0.0625,0.603,0.6187,0.074,0.47375,0.75196,4.5325,0.11894,758,763,0.27629
64,0.0,0.0625,0.541,0.84,0.074,1.5925,0.85863,1.01875,0.001841,747,764,0.31186
64,0.0,0.0625,0.544,0.7426,0.074,0.53125,0.85674,1.15875,0.006332,757,765,0.10863
64,0.0,0.0625,0.545,0.6154,0.074,1.12,0.87757,0.97625,0.007727,790,766,0.18971
64,0.0,0.0625,0.546,0.7529,0.074,2.165,0.84829,0.71625,0.010404,805,767,0.16058
64,0.0,0.0625,0.55,0.6944,0.074,0.0875,0.90689,0.22375,0.017294,762,768,0.0574
64,0.0,0.0625,0.553,0.7727,0.074,0.4325,0.87557,12.3325,0.02357,794,769,0.19918
64,0.0,0.0625,0.556,0.8098,0.018,0.79,0.84989,19.1,0.030153,789,770,0.21367
64,0.0,0.0625,0.561,0.4964,0.018,0.58625,0.85953,6.56125,0.038494,787,771,0.19901
64,0.0,0.0625,0.56,0.668,0.074,0.63,0.82032,2.6075,0.036792,753,772,0.19973
64,0.0,0.0625,0.567,0.8805,0.074,0.86125,0.7835,0.81875,0.049819,759,773,0.27767
64,0.0,0.0625,0.574,0.6923,0.074,0.6675,0.79531,0.90875,0.063319,752,774,0.33204
64,0.0,0.0625,0.578,0.2552,0.074,0.88,0.79686,1.54125,0.071213,761,775,0.27497
64,0.0,0.0625,0.59,0.401,0.074,0.68375,0.78176,1.46875,0.094338,793,776,0.29084
64,0.0,0.0625,0.582,0.789,0.018,1.4425,0.83178,0.7525,0.077964,763,777,0.2765
64,0.0,0.0625,0.54,0.7838,0.074,0.42,0.76969,5.72375,0.0,808,778,0.23964
64,0.0,0.0625,0.54,0.0439,0.079,0.55875,0.76447,3.55,0.0,801,779,0.10621
64,0.0,0.0625,0.542,0.0369,0.018,1.32375,0.8034,1.44,0.003738,801,780,0.25679
64,0.0,0.0625,0.544,0.0265,0.074,0.36375,0.81802,1.94625,0.006471,791,781,0.06537
64,0.0,0.0625,0.552,0.1795,1.0,0.30125,0.88792,0.8225,0.021506,758,782,0.29983
64,0.0,0.0625,0.546,0.0335,0.018,0.965,0.79713,2.69375,0.011241,773,783,0.26731
64,0.0,0.0625,0.553,0.0068,0.074,0.44,0.8632,13.2275,0.023821,803,784,0.20801
64,0.0,0.0625,0.555,0.3937,0.074,0.51875,0.81299,13.085,0.028201,773,785,0.2883
64,0.0,0.0625,0.555,0.034,0.018,0.36375,0.80204,2.25,0.028033,778,786,0.17032
64,0.0,0.0625,0.562,0.03,0.075,1.2825,0.80056,10.58,0.040502,750,787,0.23786
64,0.0,0.0625,0.567,0.062,1.0,0.575,0.79634,10.5425,0.049819,752,788,0.28361
64,0.0,0.0625,0.54,0.1198,0.074,0.33,0.86598,11.34375,0.0,784,789,0.14073
64,0.0,0.0625,0.543,0.0501,0.018,0.62625,0.83996,10.86375,0.004045,787,790,0.25243
64,0.0,0.0625,0.546,0.059,0.018,0.77875,0.88588,13.03125,0.011437,760,791,0.21133
64,0.0,0.0625,0.551,0.0744,0.074,0.0325,0.67924,4.49875,0.020642,783,792,0.01789
64,0.0,0.0625,0.554,0.0488,0.018,0.5625,0.81917,4.45875,0.026053,749,793,0.22012
64,0.0,0.0625,0.556,0.0284,0.074,1.01125,0.83317,3.11,0.029847,757,794,0.15111
64,0.0,0.0625,0.559,0.0523,1.0,1.07125,0.77124,10.76875,0.036067,766,795,0.25714
64,0.0,0.0625,0.562,0.0276,0.074,1.69125,0.82053,10.60625,0.041367,788,796,0.30459
64,0.0,0.0625,0.572,0.0185,0.074,1.26125,0.84281,8.74625,0.059052,748,797,0.29994
64,0.0,0.0625,0.54,0.0197,0.074,0.35,0.84879,4.2175,0.0,806,798,0.20075
64,0.0,0.0625,0.541,0.0226,0.074,0.13125,0.8768,3.05375,0.000167,808,799,0.12702
64,0.0,0.0625,0.54,0.0276,0.074,0.255,0.91184,2.375,0.0,779,800,0.16846
64,0.0,0.0625,0.54,0.0243,0.018,0.16,0.89229,2.39625,0.0,796,801,0.11658
64,0.0,0.0625,0.54,0.0213,0.074,0.425,0.86056,0.60625,0.0,792,802,0.20985
64,0.0,0.0625,0.542,0.0,0.074,0.3075,0.84032,1.30125,0.003124,812,803,0.22603
64,0.0,0.0625,0.544,0.0332,0.074,0.58375,0.83835,4.655,0.007308,751,804,0.4091
64,0.0,0.0625,0.55,0.02,0.077,0.48875,0.79868,0.29125,0.017685,771,805,0.14658
64,0.0,0.0625,0.547,0.187,0.074,0.17375,0.81377,0.58125,0.011604,754,806,0.03906
64,0.0,0.0625,0.556,0.0381,0.074,0.68625,0.88685,0.2525,0.029344,772,807,0.1793
64,0.0,0.0625,0.557,0.0252,0.074,0.93,0.85528,0.98875,0.031548,767,808,0.21955
64,0.0,0.0625,0.557,0.0201,0.018,1.21375,0.83408,12.4475,0.030572,813,809,0.2391
64,0.0,0.0625,0.561,0.0128,0.018,1.6475,0.2971,12.61875,0.039247,766,810,0.25834
64,0.0,0.0625,0.558,0.0105,0.074,1.1075,0.82422,11.9075,0.033278,766,811,0.24742
64,0.0,0.0625,0.566,0.0092,0.074,1.3025,0.2971,2.25625,0.04901,754,812,0.19853
64,0.0,0.0625,0.626,0.0351,0.074,2.055,0.2971,15.0,0.162845,747,813,0.37864
64,0.0,0.0625,0.648,0.0274,0.074,2.53375,0.2971,15.0,0.203487,760,814,0.44829
64,0.0,0.0625,0.662,0.0303,0.018,1.165,0.2971,15.0,0.230349,750,815,0.38891
64,0.0,0.0625,0.564,0.0179,0.079,1.0475,0.2971,9.46375,0.04516,743,816,0.10435
64,0.0,0.0625,0.573,0.006,0.018,0.0,0.2971,8.76,0.061506,753,817,0.00044
64,0.0,0.0625,0.582,0.0208,0.074,0.62125,0.2971,8.07375,0.078187,747,818,0.12464
64,0.0,0.0625,0.596,0.064,0.018,2.58625,0.2971,2.24375,0.105607,771,819,0.34734
64,0.0,0.0625,0.614,0.0011,0.018,2.51,0.2971,9.45,0.140446,748,820,0.23215
64,0.0,0.0625,0.635,0.0075,0.074,1.45,0.2971,19.4925,0.178605,747,821,0.33312
64,0.0,0.0625,0.648,0.0,0.018,1.2525,0.73766,17.87375,0.204379,747,822,0.40635
64,0.0,0.0625,0.659,0.0232,0.074,1.21,0.71372,17.86375,0.225077,747,823,0.29667
64,0.0,0.0625,0.68,0.0849,0.075,3.24625,0.72278,6.29375,0.265021,751,824,0.41372
64,0.0,0.0625,0.65,0.0625,0.074,1.48125,0.67908,19.46,0.207364,747,825,0.45525
64,0.0,0.0625,0.643,0.0238,0.074,0.54,0.71024,21.875,0.194644,746,826,0.24207
64,0.0,0.0625,0.664,0.1476,0.074,0.89625,0.73648,21.72375,0.234282,747,827,0.25651
64,0.0,0.0625,0.69,0.0523,0.018,2.885,0.75581,2.88125,0.283152,745,828,0.25841
64,0.0,0.0625,0.567,0.0809,0.079,2.04625,0.7903,13.62625,0.050349,768,829,0.26249
64,0.0,0.0625,0.579,0.4231,0.018,2.15375,0.76179,11.7375,0.072748,753,830,0.28882
64,0.0,0.0625,0.591,0.098,0.074,0.24,0.80533,2.715,0.096123,742,831,0.17696
64,0.0,0.0625,0.59,0.1615,0.074,0.65875,0.79464,2.0475,0.094421,749,832,0.56841
64,0.0,0.0625,0.592,0.2496,0.074,0.6325,0.81721,2.31,0.096987,749,833,0.5981
64,0.0,0.0625,0.597,0.1244,0.074,0.3625,0.80558,1.75,0.10636,749,834,0.55832
64,0.0,0.0625,0.602,0.1219,0.074,1.22625,0.8107,1.75,0.117601,749,835,0.69142
64,0.0,0.0625,0.617,0.1378,0.074,1.06875,0.81161,1.75,0.145384,750,836,0.43989
64,0.0,0.0625,0.62,0.0543,0.074,0.21125,0.76387,1.75,0.150265,748,837,0.14908
64,0.0,0.0625,0.627,0.9435,0.018,1.09125,0.80082,1.75,0.164547,748,838,0.5813
64,0.0,0.0625,0.633,0.9059,0.074,0.6475,0.83272,1.75,0.174672,747,839,0.24001
64,0.0,0.0625,0.643,0.0454,0.074,0.17625,0.87317,1.75,0.195342,747,840,0.17337
64,0.0,0.0625,0.65,0.3919,0.074,1.3225,0.77696,1.75,0.207615,747,841,0.83327
64,0.0,0.0625,0.656,0.2398,0.074,1.46875,0.79488,1.75,0.219777,746,842,0.83562
64,0.0,0.0625,0.674,0.8452,1.0,1.09875,0.79551,1.75,0.253612,746,843,0.606
64,0.0,0.0625,0.671,0.2055,0.018,0.6425,0.79467,1.75,0.247978,746,844,0.3651
64,0.0,0.0625,0.686,0.4671,0.018,1.58375,0.66701,14.25125,0.275565,747,845,0.34008
64,0.0,0.0625,0.698,0.25,0.075,4.01,0.63721,15.375,0.297964,746,846,0.57715
64,0.0,0.0625,0.708,0.5417,0.075,3.3875,0.62068,15.37,0.317908,747,847,0.52041
64,0.0,0.0625,0.605,0.0205,1.0,0.56375,0.79865,1.75,0.123236,774,848,0.82711
64,0.0,0.0625,0.612,0.0194,0.074,0.88125,0.78033,1.75,0.135955,749,849,0.529
64,0.0,0.0625,0.618,0.1318,0.074,1.235,0.80957,1.75,0.14636,748,850,0.56242
64,0.0,0.0625,0.626,0.0179,1.0,0.395,0.77997,1.75,0.162789,748,851,0.19324
64,0.0,0.0625,0.632,0.0152,0.074,1.26875,0.79798,1.75,0.173194,748,852,0.59123
64,0.0,0.0625,0.633,0.0223,0.074,0.3375,0.87711,1.75,0.175955,771,853,0.09879
64,0.0,0.0625,0.64,0.0122,0.074,2.37875,0.8182,1.75,0.188396,748,854,0.4638
64,0.0,0.0625,0.647,0.0562,0.074,6.7025,0.72948,1.75,0.201562,747,855,0.57574
64,0.0,0.0625,0.662,0.0948,1.0,1.26375,0.78849,1.75,0.230377,747,856,0.80167
64,0.0,0.0625,0.672,0.0542,1.0,0.44125,0.79105,1.90625,0.249623,747,857,0.12991
64,0.0,0.0625,0.568,0.0168,0.018,3.34625,0.73346,18.0925,0.052273,751,858,0.42636
64,0.0,0.0625,0.575,0.0253,1.0,2.18375,0.7417,18.625,0.0653,753,859,0.39947
64,0.0,0.0625,0.586,0.331,0.018,3.84125,0.80031,18.625,0.085886,754,860,0.37649
64,0.0,0.0625,0.614,0.1794,0.082,0.46875,0.71573,12.34,0.138996,767,861,0.03746
64,0.0,0.0625,0.624,0.1716,0.075,5.7275,0.74278,9.125,0.157908,748,862,0.49809
64,0.0,0.0625,0.637,0.3583,0.018,4.51375,0.73975,21.89125,0.183654,747,863,0.5066
64,0.0,0.0625,0.664,0.0507,0.075,4.74625,0.72002,21.7775,0.23364,745,864,0.4586
64,0.0,0.0625,0.677,0.0548,0.018,2.38125,0.69918,59.83125,0.258801,745,865,0.36052
64,0.0,0.0625,0.691,0.0486,0.076,2.73875,0.62991,33.2625,0.286165,744,866,0.43581
64,0.0,0.0625,0.572,0.0059,0.018,72.07375,0.81999,18.1425,0.060669,747,867,0.31292
64,0.0,0.0625,0.649,0.0363,0.018,3.91375,0.71345,22.125,0.205969,748,868,0.50526
64,0.0,0.0625,0.667,0.0863,0.075,4.38625,0.67712,22.125,0.239721,748,869,0.57999
64,0.0,0.0625,0.718,0.0179,0.018,3.43875,0.65499,62.48375,0.336848,743,870,0.40544
64,0.0,0.0625,0.577,0.04,0.074,1.80875,0.79735,17.85875,0.069344,772,871,0.25362
64,0.0,0.0625,0.599,0.1042,0.074,1.89125,0.78516,18.385,0.111911,758,872,0.34621
64,0.0,0.0625,0.655,1.0,0.018,5.20875,0.72368,16.45,0.217462,748,873,0.42125
64,0.0,0.0625,0.65,0.5088,1.0,0.7,0.72117,22.07875,0.208619,748,874,0.17729
64,0.0,0.0625,0.661,0.0751,0.076,1.70625,0.67324,29.83875,0.228257,751,875,0.25736
64,0.0,0.0625,0.68,0.0323,0.076,3.52,0.62583,95.5725,0.264714,747,876,0.36681
64,0.0,0.0625,0.7,0.1017,0.018,1.68375,0.64837,95.625,0.303152,746,877,0.27507
64,0.0,0.0625,0.713,0.0212,0.018,1.44375,0.61853,94.915,0.326695,782,878,0.17425
64,0.0,0.0625,0.573,0.0407,0.074,3.1275,0.80646,6.6425,0.06212,768,879,0.33317
64,0.0,0.0625,0.585,0.0227,0.074,1.53875,0.81987,6.53375,0.083598,756,880,0.28641
64,0.0,0.0625,0.596,0.0166,0.018,2.5225,0.76388,6.52875,0.104965,750,881,0.2551
64,0.0,0.0625,0.593,0.0144,0.074,0.6325,0.75451,7.75,0.099442,755,882,0.12796
64,0.0,0.0625,0.609,0.1038,0.084,1.42875,0.75789,8.01875,0.130544,754,883,0.24442
64,0.0,0.0625,0.58,0.0362,0.074,0.0,0.70764,7.81625,0.075927,757,884,0.00146
64,0.0,0.0625,0.602,0.0525,0.187,0.09375,0.66359,90.33375,0.116709,744,885,0.02375
64,0.0,0.0625,0.643,0.2531,0.085,2.3,0.75115,95.625,0.194951,749,886,0.15826
64,0.0,0.0625,0.681,0.133,0.074,0.7875,0.6541,95.40875,0.265941,746,887,0.13401
64,0.0,0.0625,0.673,0.8089,0.074,0.09125,0.78839,95.625,0.250767,744,888,0.02094
64,0.0,0.0625,0.695,0.3481,0.105,0.51875,0.57516,95.625,0.293054,773,889,0.05221
64,0.0,0.0625,0.718,0.7108,0.018,1.525,0.60628,94.89375,0.337573,741,890,0.24776
64,0.0,0.0625,0.58,0.8527,0.074,4.10375,0.84047,7.52875,0.07431,742,891,0.13911
64,0.0,0.0625,0.59,0.2897,0.018,2.22875,0.81479,22.33125,0.093752,752,892,0.03393
64,0.0,0.0625,0.676,0.8026,0.074,0.0975,0.69528,95.625,0.257713,746,893,0.01467
